question,answer,transition,concept,top,dis,dir
Is Windy Nook and Whitehills south of Sedgley and within West Midlands Euro Region?,No,flip_place_y,2,1,0,1
Is Sedgley east of Claughton and borders Upper Gornal and Woodsetton?,Yes,no_change,2,1,0,1
Is Claughton east of Sedgley and borders Upper Gornal and Woodsetton?,No,flip_place_y,2,1,0,1
Is Aldridge Central and South south of Warley and within West Midlands Euro Region?,Yes,no_change,2,1,0,1
Is West Midlands Euro Region south of Warley and within Aldridge Central and South?,No,flip_place_z,2,1,0,1
Is Aldridge Central and South north of Shirley South and borders Pheasey Park Farm?,Yes,no_change,2,1,0,1
Is Pheasey Park Farm north of Shirley South and borders Aldridge Central and South?,No,flip_place_z,2,1,0,1
Is Bromley Cross west of Moortown and within North West Euro Region?,Yes,no_change,2,1,0,1
Is Bromley Cross west of Moortown and borders North West Euro Region?,No,replace_top_token,2,1,0,1
Is Bromley Cross north of Atherleigh and borders Bradshaw?,Yes,no_change,2,1,0,1
Is Bromley Cross south of Atherleigh and borders Bradshaw?,No,replace_dir_token,2,1,0,1
Is Keighley East south of Kenton and within Yorkshire and the Humber Euro Region?,Yes,no_change,2,1,0,1
Is Kenton south of Keighley East and within Yorkshire and the Humber Euro Region?,No,flip_place_y,2,1,0,1
Is Keighley East north of Norden and borders Bingley?,Yes,no_change,2,1,0,1
Is Keighley East north of Norden and within Bingley?,No,replace_top_token,2,1,0,1
Is Stairfoot east of Darton West and within Metropolitan Borough of Barnsley?,Yes,no_change,2,1,0,1
Is Stairfoot west of Darton West and within Metropolitan Borough of Barnsley?,No,replace_dir_token,2,1,0,1
Is Stairfoot south of Clayton and Fairweather Green and borders Central?,Yes,no_change,2,1,0,1
Is Clayton and Fairweather Green south of Stairfoot and borders Central?,No,flip_place_y,2,1,0,1
Is Northumberland north of Aldridge North and Walsall Wood and within North Tyneside?,Yes,no_change,2,1,0,1
Is Northumberland north of Aldridge North and Walsall Wood and borders North Tyneside?,No,replace_top_token,2,1,0,1
Is Northumberland west of Hendon and borders North Heaton?,Yes,no_change,2,1,0,1
Is Northumberland west of Hendon and within North Heaton?,No,replace_top_token,2,1,0,1
Is Gornal south of Gorton South and within Metropolitan Borough of Dudley?,Yes,no_change,2,1,0,1
Is Metropolitan Borough of Dudley south of Gorton South and within Gornal?,No,flip_place_z,2,1,0,1
Is Gornal west of Binley and Willenhall and borders Upper Gornal and Woodsetton?,Yes,no_change,2,1,0,1
Is Binley and Willenhall west of Gornal and borders Upper Gornal and Woodsetton?,No,flip_place_y,2,1,0,1
Is South Middleton north of Tyburn and within Metropolitan Borough of Rochdale?,Yes,no_change,2,1,0,1
Is Metropolitan Borough of Rochdale north of Tyburn and within South Middleton?,No,flip_place_z,2,1,0,1
Is South Middleton west of Southey and borders Charlestown?,Yes,no_change,2,1,0,1
Is Charlestown west of Southey and borders South Middleton?,No,flip_place_z,2,1,0,1
Is Hollinwood east of Halewood North and within North West Euro Region?,Yes,no_change,2,1,0,1
Is Hollinwood east of Halewood North and borders North West Euro Region?,No,replace_top_token,2,1,0,1
Is Hollinwood south of Horsforth and borders Chadderton South?,Yes,no_change,2,1,0,1
Is Horsforth south of Hollinwood and borders Chadderton South?,No,flip_place_y,2,1,0,1
Is Mossley Hill south of Benwell and Scotswood and within Liverpool?,Yes,no_change,2,1,0,1
Is Liverpool south of Benwell and Scotswood and within Mossley Hill?,No,flip_place_z,2,1,0,1
Is Mossley Hill west of Hatfield and borders Greenbank?,Yes,no_change,2,1,0,1
Is Hatfield west of Mossley Hill and borders Greenbank?,No,flip_place_y,2,1,0,1
Is Prenton west of Bolton and Undercliffe and within Metropolitan Borough of Wirral?,Yes,no_change,2,1,0,1
Is Prenton east of Bolton and Undercliffe and within Metropolitan Borough of Wirral?,No,replace_dir_token,2,1,0,1
Is Prenton south of Whitefield and borders Birkenhead and Tranmere?,Yes,no_change,2,1,0,1
Is Whitefield south of Prenton and borders Birkenhead and Tranmere?,No,flip_place_y,2,1,0,1
Is Hebburn South north of Washington North and within South Tyneside?,Yes,no_change,2,1,0,1
Is South Tyneside north of Washington North and within Hebburn South?,No,flip_place_z,2,1,0,1
Is Hebburn South south of St. Mary's and borders Hebburn North?,Yes,no_change,2,1,0,1
Is St. Mary's south of Hebburn South and borders Hebburn North?,No,flip_place_y,2,1,0,1
Is Mosborough north of Blakenhall and within Yorkshire and the Humber Euro Region?,Yes,no_change,2,1,0,1
Is Yorkshire and the Humber Euro Region north of Blakenhall and within Mosborough?,No,flip_place_z,2,1,0,1
Is Mosborough east of Stalybridge North and borders Beighton?,Yes,no_change,2,1,0,1
Is Mosborough west of Stalybridge North and borders Beighton?,No,replace_dir_token,2,1,0,1
Is Harpurhey north of Kingswinford South and within Manchester?,Yes,no_change,2,1,0,1
Is Kingswinford South north of Harpurhey and within Manchester?,No,flip_place_y,2,1,0,1
Is Harpurhey east of Birkdale and borders Miles Platting and Newton Heath?,Yes,no_change,2,1,0,1
Is Birkdale east of Harpurhey and borders Miles Platting and Newton Heath?,No,flip_place_y,2,1,0,1
Is Breightmet north of Harper Green and within Metropolitan Borough of Bolton?,Yes,no_change,2,1,0,1
Is Metropolitan Borough of Bolton north of Harper Green and within Breightmet?,No,flip_place_z,2,1,0,1
Is Breightmet east of Everton and borders Radcliffe North?,Yes,no_change,2,1,0,1
Is Breightmet west of Everton and borders Radcliffe North?,No,replace_dir_token,2,1,0,1
Is Ravenmeols west of Keighley West and within Metropolitan Borough of Sefton?,Yes,no_change,2,1,0,1
Is Ravenmeols west of Keighley West and borders Metropolitan Borough of Sefton?,No,replace_top_token,2,1,0,1
Is Ravenmeols south of Northumberland and borders Manor?,Yes,no_change,2,1,0,1
Is Ravenmeols north of Northumberland and borders Manor?,No,replace_dir_token,2,1,0,1
Is Darlaston South south of Rumworth and within Metropolitan Borough of Walsall?,Yes,no_change,2,1,0,1
Is Darlaston South south of Rumworth and borders Metropolitan Borough of Walsall?,No,replace_top_token,2,1,0,1
Is Darlaston South west of Olton and borders Willenhall South?,Yes,no_change,2,1,0,1
Is Darlaston South east of Olton and borders Willenhall South?,No,replace_dir_token,2,1,0,1
Is West Gosforth north of Wingrove and within Newcastle upon Tyne?,Yes,no_change,2,1,0,1
Is Newcastle upon Tyne north of Wingrove and within West Gosforth?,No,flip_place_z,2,1,0,1
Is West Gosforth west of Castle Eden and borders Parklands?,Yes,no_change,2,1,0,1
Is Castle Eden west of West Gosforth and borders Parklands?,No,flip_place_y,2,1,0,1
Is Astley Mosley Common east of Parr and within Metropolitan Borough of Wigan?,Yes,no_change,2,1,0,1
Is Parr east of Astley Mosley Common and within Metropolitan Borough of Wigan?,No,flip_place_y,2,1,0,1
Is Astley Mosley Common south of Harper Green and borders Boothstown and Ellenbrook?,Yes,no_change,2,1,0,1
Is Harper Green south of Astley Mosley Common and borders Boothstown and Ellenbrook?,No,flip_place_y,2,1,0,1
Is Cheadle Hulme North north of Wyken and within North West Euro Region?,Yes,no_change,2,1,0,1
Is North West Euro Region north of Wyken and within Cheadle Hulme North?,No,flip_place_z,2,1,0,1
Is Cheadle Hulme North west of Hellaby and borders Heatons South?,Yes,no_change,2,1,0,1
Is Hellaby west of Cheadle Hulme North and borders Heatons South?,No,flip_place_y,2,1,0,1
Is Shipley north of Abbey and within City of Bradford?,Yes,no_change,2,1,0,1
Is Abbey north of Shipley and within City of Bradford?,No,flip_place_y,2,1,0,1
Is Shipley west of Adwick le Street & Carcroft and borders Windhill and Wrose?,Yes,no_change,2,1,0,1
Is Shipley west of Adwick le Street & Carcroft and within Windhill and Wrose?,No,replace_top_token,2,1,0,1
Is Blakenhall west of St. Alphege and within West Midlands Euro Region?,Yes,no_change,2,1,0,1
Is Blakenhall west of St. Alphege and borders West Midlands Euro Region?,No,replace_top_token,2,1,0,1
Is Blakenhall south of Firth Park and borders Spring Vale?,Yes,no_change,2,1,0,1
Is Spring Vale south of Firth Park and borders Blakenhall?,No,flip_place_z,2,1,0,1
Is Lindley east of Church and within Yorkshire and the Humber Euro Region?,Yes,no_change,2,1,0,1
Is Lindley west of Church and within Yorkshire and the Humber Euro Region?,No,replace_dir_token,2,1,0,1
Is Lindley south of Lemington and borders Colne Valley?,Yes,no_change,2,1,0,1
Is Colne Valley south of Lemington and borders Lindley?,No,flip_place_z,2,1,0,1
Is Northenden north of Netherton Woodside and St. Andrews and within Manchester?,Yes,no_change,2,1,0,1
Is Northenden north of Netherton Woodside and St. Andrews and borders Manchester?,No,replace_top_token,2,1,0,1
Is Northenden east of Warbreck and borders Chorlton Park?,Yes,no_change,2,1,0,1
Is Northenden west of Warbreck and borders Chorlton Park?,No,replace_dir_token,2,1,0,1
Is Barnes south of Dene and within City of Sunderland?,Yes,no_change,2,1,0,1
Is City of Sunderland south of Dene and within Barnes?,No,flip_place_z,2,1,0,1
Is Barnes north of Halesowen South and borders Sandhill?,Yes,no_change,2,1,0,1
Is Halesowen South north of Barnes and borders Sandhill?,No,flip_place_y,2,1,0,1
Is Woolsington north of Edenthorpe and borders Castle?,Yes,no_change,2,1,0,1
Is Castle north of Edenthorpe and borders Woolsington?,No,flip_place_z,2,1,0,1
Is Hulton west of Garforth and Swillington and within Metropolitan Borough of Bolton?,Yes,no_change,2,1,0,1
Is Metropolitan Borough of Bolton west of Garforth and Swillington and within Hulton?,No,flip_place_z,2,1,0,1
Is Hulton south of East Gosforth and borders Atherton?,Yes,no_change,2,1,0,1
Is Hulton north of East Gosforth and borders Atherton?,No,replace_dir_token,2,1,0,1
Is Moreton West and Saughall Massie west of Horwich and Blackrod and within North West Euro Region?,Yes,no_change,2,1,0,1
Is Moreton West and Saughall Massie east of Horwich and Blackrod and within North West Euro Region?,No,replace_dir_token,2,1,0,1
Is Moreton West and Saughall Massie south of Washington Central and borders Upton?,Yes,no_change,2,1,0,1
Is Moreton West and Saughall Massie north of Washington Central and borders Upton?,No,replace_dir_token,2,1,0,1
Is Blakelaw and North Fenham north of Kersal and borders Wingrove?,Yes,no_change,2,1,0,1
Is Blakelaw and North Fenham north of Kersal and within Wingrove?,No,replace_top_token,2,1,0,1
Is North Heywood west of Walkley and within North West Euro Region?,Yes,no_change,2,1,0,1
Is North Heywood west of Walkley and borders North West Euro Region?,No,replace_top_token,2,1,0,1
Is North Heywood south of Weetslade and borders Castleton?,Yes,no_change,2,1,0,1
Is North Heywood north of Weetslade and borders Castleton?,No,replace_dir_token,2,1,0,1
Is Keighley West north of Moseley and Kings Heath and within Yorkshire and the Humber Euro Region?,Yes,no_change,2,1,0,1
Is Moseley and Kings Heath north of Keighley West and within Yorkshire and the Humber Euro Region?,No,flip_place_y,2,1,0,1
Is Keighley West east of St. Michael's and borders Keighley?,Yes,no_change,2,1,0,1
Is Keighley east of St. Michael's and borders Keighley West?,No,flip_place_z,2,1,0,1
Is Great Barr with Yew Tree north of Soho and within West Midlands Euro Region?,Yes,no_change,2,1,0,1
Is West Midlands Euro Region north of Soho and within Great Barr with Yew Tree?,No,flip_place_z,2,1,0,1
Is Great Barr with Yew Tree south of North East and borders Friar Park?,Yes,no_change,2,1,0,1
Is North East south of Great Barr with Yew Tree and borders Friar Park?,No,flip_place_y,2,1,0,1
Is Kingstone north of Sutton Vesey and within Yorkshire and the Humber Euro Region?,Yes,no_change,2,1,0,1
Is Yorkshire and the Humber Euro Region north of Sutton Vesey and within Kingstone?,No,flip_place_z,2,1,0,1
Is Kingstone east of Dukinfield and borders Dodworth?,Yes,no_change,2,1,0,1
Is Kingstone west of Dukinfield and borders Dodworth?,No,replace_dir_token,2,1,0,1
Is Heatons South south of Ashbrow and within Metropolitan Borough of Stockport?,Yes,no_change,2,1,0,1
Is Ashbrow south of Heatons South and within Metropolitan Borough of Stockport?,No,flip_place_y,2,1,0,1
Is Heatons South west of Wetherby and borders Edgeley and Cheadle Heath?,Yes,no_change,2,1,0,1
Is Edgeley and Cheadle Heath west of Wetherby and borders Heatons South?,No,flip_place_z,2,1,0,1
Is Priory north of Kingstanding and within Trafford?,Yes,no_change,2,1,0,1
Is Priory south of Kingstanding and within Trafford?,No,replace_dir_token,2,1,0,1
Is Priory west of Altofts and Whitwood and borders Stretford?,Yes,no_change,2,1,0,1
Is Altofts and Whitwood west of Priory and borders Stretford?,No,flip_place_y,2,1,0,1
Is Hexthorpe & Balby North south of Moortown and within Metropolitan Borough of Doncaster?,Yes,no_change,2,1,0,1
Is Metropolitan Borough of Doncaster south of Moortown and within Hexthorpe & Balby North?,No,flip_place_z,2,1,0,1
Is Hexthorpe & Balby North north of Kingshurst and Fordbridge and borders Sprotbrough and Cusworth?,Yes,no_change,2,1,0,1
Is Kingshurst and Fordbridge north of Hexthorpe & Balby North and borders Sprotbrough and Cusworth?,No,flip_place_y,2,1,0,1
Is Wyken south of Keppel and within Coventry?,Yes,no_change,2,1,0,1
Is Keppel south of Wyken and within Coventry?,No,flip_place_y,2,1,0,1
Is Wyken east of Aldridge Central and South and borders Upper Stoke?,Yes,no_change,2,1,0,1
Is Upper Stoke east of Aldridge Central and South and borders Wyken?,No,flip_place_z,2,1,0,1
Is Halewood west of Ecclesall and within Metropolitan Borough of Knowsley?,Yes,no_change,2,1,0,1
Is Metropolitan Borough of Knowsley west of Ecclesall and within Halewood?,No,flip_place_z,2,1,0,1
Is Halewood north of Stechford and Yardley North and borders Allerton and Hunts Cross?,Yes,no_change,2,1,0,1
Is Allerton and Hunts Cross north of Stechford and Yardley North and borders Halewood?,No,flip_place_z,2,1,0,1
Is Lower Stoke east of Willenhall South and within Coventry?,Yes,no_change,2,1,0,1
Is Lower Stoke west of Willenhall South and within Coventry?,No,replace_dir_token,2,1,0,1
Is Lower Stoke south of West Derby and borders Cheylesmore?,Yes,no_change,2,1,0,1
Is Cheylesmore south of West Derby and borders Lower Stoke?,No,flip_place_z,2,1,0,1
Is Page Moss west of Great Horton and within Metropolitan Borough of Knowsley?,Yes,no_change,2,1,0,1
Is Metropolitan Borough of Knowsley west of Great Horton and within Page Moss?,No,flip_place_z,2,1,0,1
Is Page Moss north of Norton and borders Roby?,Yes,no_change,2,1,0,1
Is Page Moss north of Norton and within Roby?,No,replace_top_token,2,1,0,1
Is Crookes & Crosspool south of Cleckheaton and within Sheffield?,Yes,no_change,2,1,0,1
Is Cleckheaton south of Crookes & Crosspool and within Sheffield?,No,flip_place_y,2,1,0,1
Is Crookes & Crosspool east of Hyde Newton and borders Broomhill & Sharrow Vale?,Yes,no_change,2,1,0,1
Is Broomhill & Sharrow Vale east of Hyde Newton and borders Crookes & Crosspool?,No,flip_place_z,2,1,0,1
Is Ardsley and Robin Hood east of Royds and within Yorkshire and the Humber Euro Region?,Yes,no_change,2,1,0,1
Is Royds east of Ardsley and Robin Hood and within Yorkshire and the Humber Euro Region?,No,flip_place_y,2,1,0,1
Is Ardsley and Robin Hood south of Simonside and Rekendyke and borders Batley East?,Yes,no_change,2,1,0,1
Is Ardsley and Robin Hood north of Simonside and Rekendyke and borders Batley East?,No,replace_dir_token,2,1,0,1
Is Tong north of Didsbury West and within Yorkshire and the Humber Euro Region?,Yes,no_change,2,1,0,1
Is Tong north of Didsbury West and borders Yorkshire and the Humber Euro Region?,No,replace_top_token,2,1,0,1
Is Tong south of Adel and Wharfedale and borders Wyke?,Yes,no_change,2,1,0,1
Is Tong south of Adel and Wharfedale and within Wyke?,No,replace_top_token,2,1,0,1
Is Bentley and Darlaston North south of Windy Nook and Whitehills and within West Midlands Euro Region?,Yes,no_change,2,1,0,1
Is Bentley and Darlaston North south of Windy Nook and Whitehills and borders West Midlands Euro Region?,No,replace_top_token,2,1,0,1
Is Bentley and Darlaston North north of Soho and Victoria and borders Darlaston South?,Yes,no_change,2,1,0,1
Is Darlaston South north of Soho and Victoria and borders Bentley and Darlaston North?,No,flip_place_z,2,1,0,1
Is Rock Ferry south of Westerhope and within Metropolitan Borough of Wirral?,Yes,no_change,2,1,0,1
Is Rock Ferry south of Westerhope and borders Metropolitan Borough of Wirral?,No,replace_top_token,2,1,0,1
Is Rock Ferry west of Warley and borders St. Michael's?,Yes,no_change,2,1,0,1
Is Rock Ferry east of Warley and borders St. Michael's?,No,replace_dir_token,2,1,0,1
Is Manor Castle north of Lower Stoke and within Yorkshire and the Humber Euro Region?,Yes,no_change,2,1,0,1
Is Manor Castle south of Lower Stoke and within Yorkshire and the Humber Euro Region?,No,replace_dir_token,2,1,0,1
Is Manor Castle east of Bredbury and Woodley and borders Richmond?,Yes,no_change,2,1,0,1
Is Manor Castle east of Bredbury and Woodley and within Richmond?,No,replace_top_token,2,1,0,1
Is Hemsworth south of Valley and borders Ackworth North Elmsall and Upton?,Yes,no_change,2,1,0,1
Is Hemsworth north of Valley and borders Ackworth North Elmsall and Upton?,No,replace_dir_token,2,1,0,1
Is Lobley Hill and Bensham north of Ardwick and within Metropolitan Borough of Gateshead?,Yes,no_change,2,1,0,1
Is Lobley Hill and Bensham south of Ardwick and within Metropolitan Borough of Gateshead?,No,replace_dir_token,2,1,0,1
Is Lobley Hill and Bensham west of Whitley Bay and borders Bridges?,Yes,no_change,2,1,0,1
Is Lobley Hill and Bensham west of Whitley Bay and within Bridges?,No,replace_top_token,2,1,0,1
Is Hayley Green and Cradley South south of Keighley East and within West Midlands Euro Region?,Yes,no_change,2,1,0,1
Is West Midlands Euro Region south of Keighley East and within Hayley Green and Cradley South?,No,flip_place_z,2,1,0,1
Is Hayley Green and Cradley South west of Northfield and borders Cradley and Wollescote?,Yes,no_change,2,1,0,1
Is Cradley and Wollescote west of Northfield and borders Hayley Green and Cradley South?,No,flip_place_z,2,1,0,1
Is Kippax West Yorkshire east of Moortown and borders Airedale and Ferry Fryston?,Yes,no_change,2,1,0,1
Is Kippax West Yorkshire west of Moortown and borders Airedale and Ferry Fryston?,No,replace_dir_token,2,1,0,1
Is Finningley east of Seacombe and within Metropolitan Borough of Doncaster?,Yes,no_change,2,1,0,1
Is Finningley west of Seacombe and within Metropolitan Borough of Doncaster?,No,replace_dir_token,2,1,0,1
Is Finningley north of Olton and borders Wheatley Hills & Intake?,Yes,no_change,2,1,0,1
Is Finningley south of Olton and borders Wheatley Hills & Intake?,No,replace_dir_token,2,1,0,1
Is Kingsway west of Bessacarr and within Metropolitan Borough of Rochdale?,Yes,no_change,2,1,0,1
Is Bessacarr west of Kingsway and within Metropolitan Borough of Rochdale?,No,flip_place_y,2,1,0,1
Is Kingsway north of Longsight and borders Milkstone and Deeplish?,Yes,no_change,2,1,0,1
Is Kingsway north of Longsight and within Milkstone and Deeplish?,No,replace_top_token,2,1,0,1
Is Horbury and South Ossett south of Blaydon and within Yorkshire and the Humber Euro Region?,Yes,no_change,2,1,0,1
Is Blaydon south of Horbury and South Ossett and within Yorkshire and the Humber Euro Region?,No,flip_place_y,2,1,0,1
Is Horbury and South Ossett east of Shevington and borders Wakefield West?,Yes,no_change,2,1,0,1
Is Horbury and South Ossett west of Shevington and borders Wakefield West?,No,replace_dir_token,2,1,0,1
Is Bidston and St. James west of Ashbrow and within Metropolitan Borough of Wirral?,Yes,no_change,2,1,0,1
Is Bidston and St. James west of Ashbrow and borders Metropolitan Borough of Wirral?,No,replace_top_token,2,1,0,1
Is Bidston and St. James south of Harton and borders Leasowe and Moreton East?,Yes,no_change,2,1,0,1
Is Leasowe and Moreton East south of Harton and borders Bidston and St. James?,No,flip_place_z,2,1,0,1
Is Sparkbrook south of Holme Valley and within Birmingham?,Yes,no_change,2,1,0,1
Is Sparkbrook north of Holme Valley and within Birmingham?,No,replace_dir_token,2,1,0,1
Is Sparkbrook west of Upper Stoke and borders Nechells?,Yes,no_change,2,1,0,1
Is Upper Stoke west of Sparkbrook and borders Nechells?,No,flip_place_y,2,1,0,1
Is Beauchief & Greenhill south of Eccleshill and within Sheffield?,Yes,no_change,2,1,0,1
Is Beauchief & Greenhill south of Eccleshill and borders Sheffield?,No,replace_top_token,2,1,0,1
Is Beauchief & Greenhill east of Flixton and borders Graves Park?,Yes,no_change,2,1,0,1
Is Beauchief & Greenhill west of Flixton and borders Graves Park?,No,replace_dir_token,2,1,0,1
Is Walkden North west of Crookes & Crosspool and within City of Salford?,Yes,no_change,2,1,0,1
Is Crookes & Crosspool west of Walkden North and within City of Salford?,No,flip_place_y,2,1,0,1
Is Walkden North south of Newburn and borders Walkden South?,Yes,no_change,2,1,0,1
Is Walkden South south of Newburn and borders Walkden North?,No,flip_place_z,2,1,0,1
Is Brandwood south of Alexandra and within Birmingham?,Yes,no_change,2,1,0,1
Is Brandwood north of Alexandra and within Birmingham?,No,replace_dir_token,2,1,0,1
Is Brandwood west of Holbrook and borders Bournville?,Yes,no_change,2,1,0,1
Is Holbrook west of Brandwood and borders Bournville?,No,flip_place_y,2,1,0,1
Is St. Michaels north of Oldbury and within Metropolitan Borough of Knowsley?,Yes,no_change,2,1,0,1
Is Metropolitan Borough of Knowsley north of Oldbury and within St. Michaels?,No,flip_place_z,2,1,0,1
Is St. Michaels west of Sutton Weaver (civil parish) and borders St. Gabriels?,Yes,no_change,2,1,0,1
Is Sutton Weaver (civil parish) west of St. Michaels and borders St. Gabriels?,No,flip_place_y,2,1,0,1
Is Stepping Hill north of Ettingshall and within Metropolitan Borough of Stockport?,Yes,no_change,2,1,0,1
Is Metropolitan Borough of Stockport north of Ettingshall and within Stepping Hill?,No,flip_place_z,2,1,0,1
Is Stepping Hill south of Charlestown and borders Davenport and Cale Green?,Yes,no_change,2,1,0,1
Is Stepping Hill south of Charlestown and within Davenport and Cale Green?,No,replace_top_token,2,1,0,1
Is Airedale and Ferry Fryston south of West Park and within Yorkshire and the Humber Euro Region?,Yes,no_change,2,1,0,1
Is Yorkshire and the Humber Euro Region south of West Park and within Airedale and Ferry Fryston?,No,flip_place_z,2,1,0,1
Is Airedale and Ferry Fryston north of Elmdon and borders Knottingley?,Yes,no_change,2,1,0,1
Is Knottingley north of Elmdon and borders Airedale and Ferry Fryston?,No,flip_place_z,2,1,0,1
Is Radcliffe East south of Low Fell and within Metropolitan Borough of Bury?,Yes,no_change,2,1,0,1
Is Radcliffe East south of Low Fell and borders Metropolitan Borough of Bury?,No,replace_top_token,2,1,0,1
Is Radcliffe East north of Crumpsall and borders Radcliffe North?,Yes,no_change,2,1,0,1
Is Radcliffe East south of Crumpsall and borders Radcliffe North?,No,replace_dir_token,2,1,0,1
Is Kenton north of Shirley East and within North East Euro Region?,Yes,no_change,2,1,0,1
Is Shirley East north of Kenton and within North East Euro Region?,No,flip_place_y,2,1,0,1
Is Kenton west of Whiteleas and borders Fawdon?,Yes,no_change,2,1,0,1
Is Fawdon west of Whiteleas and borders Kenton?,No,flip_place_z,2,1,0,1
Is Handsworth Wood south of Spotland and Falinge and within Birmingham?,Yes,no_change,2,1,0,1
Is Birmingham south of Spotland and Falinge and within Handsworth Wood?,No,flip_place_z,2,1,0,1
Is Handsworth Wood east of Lye and Stourbridge North and borders Lozells and East Handsworth?,Yes,no_change,2,1,0,1
Is Lye and Stourbridge North east of Handsworth Wood and borders Lozells and East Handsworth?,No,flip_place_y,2,1,0,1
Is Pensby and Thingwall west of Failsworth West and within Metropolitan Borough of Wirral?,Yes,no_change,2,1,0,1
Is Pensby and Thingwall east of Failsworth West and within Metropolitan Borough of Wirral?,No,replace_dir_token,2,1,0,1
Is Pensby and Thingwall north of Wednesbury South and borders Upton?,Yes,no_change,2,1,0,1
Is Wednesbury South north of Pensby and Thingwall and borders Upton?,No,flip_place_y,2,1,0,1
Is South Jesmond west of Millfield and within Newcastle upon Tyne?,Yes,no_change,2,1,0,1
Is Millfield west of South Jesmond and within Newcastle upon Tyne?,No,flip_place_y,2,1,0,1
Is South Jesmond north of Stalybridge South and borders Wingrove?,Yes,no_change,2,1,0,1
Is South Jesmond north of Stalybridge South and within Wingrove?,No,replace_top_token,2,1,0,1
Is Broadheath south of Birtley and within North West Euro Region?,Yes,no_change,2,1,0,1
Is North West Euro Region south of Birtley and within Broadheath?,No,flip_place_z,2,1,0,1
Is Broadheath west of Weetwood and borders Altrincham?,Yes,no_change,2,1,0,1
Is Broadheath east of Weetwood and borders Altrincham?,No,replace_dir_token,2,1,0,1
Is Gorton North south of Lemington and within North West Euro Region?,Yes,no_change,2,1,0,1
Is Gorton North north of Lemington and within North West Euro Region?,No,replace_dir_token,2,1,0,1
Is Gorton North north of Castle and Priory and borders Gorton South?,Yes,no_change,2,1,0,1
Is Gorton North north of Castle and Priory and within Gorton South?,No,replace_top_token,2,1,0,1
Is Ashton west of Marple North and within North West Euro Region?,Yes,no_change,2,1,0,1
Is North West Euro Region west of Marple North and within Ashton?,No,flip_place_z,2,1,0,1
Is Ashton north of Wainbody and borders Golborne and Lowton West?,Yes,no_change,2,1,0,1
Is Ashton north of Wainbody and within Golborne and Lowton West?,No,replace_top_token,2,1,0,1
Is Brighouse north of Springfield and within Calderdale?,Yes,no_change,2,1,0,1
Is Springfield north of Brighouse and within Calderdale?,No,flip_place_y,2,1,0,1
Is Brighouse east of West Derby and borders Dalton?,Yes,no_change,2,1,0,1
Is Dalton east of West Derby and borders Brighouse?,No,flip_place_z,2,1,0,1
Is Yew Tree west of Chorlton and within Liverpool?,Yes,no_change,2,1,0,1
Is Chorlton west of Yew Tree and within Liverpool?,No,flip_place_y,2,1,0,1
Is Yew Tree north of Springfield and borders Page Moss?,Yes,no_change,2,1,0,1
Is Springfield north of Yew Tree and borders Page Moss?,No,flip_place_y,2,1,0,1
Is North Heaton north of Leigh West and within Newcastle upon Tyne?,Yes,no_change,2,1,0,1
Is Leigh West north of North Heaton and within Newcastle upon Tyne?,No,flip_place_y,2,1,0,1
Is North Heaton east of Benwell and Scotswood and borders South Jesmond?,Yes,no_change,2,1,0,1
Is South Jesmond east of Benwell and Scotswood and borders North Heaton?,No,flip_place_z,2,1,0,1
Is Audenshaw north of Streetly and within North West Euro Region?,Yes,no_change,2,1,0,1
Is Streetly north of Audenshaw and within North West Euro Region?,No,flip_place_y,2,1,0,1
Is Audenshaw south of Longbenton and borders Gorton South?,Yes,no_change,2,1,0,1
Is Audenshaw north of Longbenton and borders Gorton South?,No,replace_dir_token,2,1,0,1
Is Crompton north of Wyken and within North West Euro Region?,Yes,no_change,2,1,0,1
Is Wyken north of Crompton and within North West Euro Region?,No,flip_place_y,2,1,0,1
Is Crompton south of Fenham and borders Shaw?,Yes,no_change,2,1,0,1
Is Crompton south of Fenham and within Shaw?,No,replace_top_token,2,1,0,1
Is Wollaston and Stourbridge Town south of Hendon and within Metropolitan Borough of Dudley?,Yes,no_change,2,1,0,1
Is Wollaston and Stourbridge Town north of Hendon and within Metropolitan Borough of Dudley?,No,replace_dir_token,2,1,0,1
Is Wollaston and Stourbridge Town west of Sheldon and borders Pedmore and Stourbridge East?,Yes,no_change,2,1,0,1
Is Wollaston and Stourbridge Town west of Sheldon and within Pedmore and Stourbridge East?,No,replace_top_token,2,1,0,1
Is Holme Valley east of Little Hulton and within Kirklees?,Yes,no_change,2,1,0,1
Is Holme Valley west of Little Hulton and within Kirklees?,No,replace_dir_token,2,1,0,1
Is Holme Valley south of Hipperholme and Lightcliffe and borders Kirkburton?,Yes,no_change,2,1,0,1
Is Holme Valley north of Hipperholme and Lightcliffe and borders Kirkburton?,No,replace_dir_token,2,1,0,1
Is Weaste and Seedley west of Stalybridge North and within City of Salford?,Yes,no_change,2,1,0,1
Is Weaste and Seedley east of Stalybridge North and within City of Salford?,No,replace_dir_token,2,1,0,1
Is Weaste and Seedley east of West Park and borders Ordsall?,Yes,no_change,2,1,0,1
Is West Park east of Weaste and Seedley and borders Ordsall?,No,flip_place_y,2,1,0,1
Is Merry Hill south of Washington East and within Wolverhampton?,Yes,no_change,2,1,0,1
Is Washington East south of Merry Hill and within Wolverhampton?,No,flip_place_y,2,1,0,1
