place1,dis,place2_Y,dir,place2_Z,triplet,question,answer,transition
Bloxwich West,close,Sutton New Hall,west,Henley,"Bloxwich West is close Sutton New Hall, west Henley",Is Bloxwich West close to Sutton New Hall and west of Henley?,Yes,no_change
Bloxwich West,close,Sutton New Hall,west,Henley,"Bloxwich West is close Sutton New Hall, west Henley",Is Sutton New Hall distant to Bloxwich West and west of Henley?,No,flip_place_replace_distance
Bloxwich West,distant,Shirley West,north,Friar Park,"Bloxwich West is distant Shirley West, north Friar Park",Is Bloxwich West distant to Shirley West and north of Friar Park?,Yes,no_change
Bloxwich West,distant,Shirley West,north,Friar Park,"Bloxwich West is distant Shirley West, north Friar Park",Is Bloxwich West distant to Shirley West and south of Friar Park?,No,replace_direction
Bloxwich West,far,St. Peter's,east,Bushbury North,"Bloxwich West is far St. Peter's, east Bushbury North",Is Bloxwich West far to St. Peter's and east of Bushbury North?,Yes,no_change
Bloxwich West,far,St. Peter's,east,Bushbury North,"Bloxwich West is far St. Peter's, east Bushbury North",Is Bloxwich West far to St. Peter's and west of Bushbury North?,No,replace_direction
Winton,near,Worsley,west,Hemsworth,"Winton is near Worsley, west Hemsworth",Is Winton near to Worsley and west of Hemsworth?,Yes,no_change
Winton,near,Worsley,west,Hemsworth,"Winton is near Worsley, west Hemsworth",Is Winton far to Worsley and west of Hemsworth?,No,replace_distance
Winton,close,Horwich,south,Tonge with the Haulgh,"Winton is close Horwich, south Tonge with the Haulgh",Is Winton close to Horwich and south of Tonge with the Haulgh?,Yes,no_change
Winton,close,Horwich,south,Tonge with the Haulgh,"Winton is close Horwich, south Tonge with the Haulgh",Is Horwich distant to Winton and south of Tonge with the Haulgh?,No,flip_place_replace_distance
Winton,distant,Penistone,east,Leigh West,"Winton is distant Penistone, east Leigh West",Is Winton distant to Penistone and east of Leigh West?,Yes,no_change
Winton,distant,Penistone,east,Leigh West,"Winton is distant Penistone, east Leigh West",Is Winton distant to Penistone and west of Leigh West?,No,replace_direction
Winton,far,Wetherby,north,Lyndon,"Winton is far Wetherby, north Lyndon",Is Winton far to Wetherby and north of Lyndon?,Yes,no_change
Winton,far,Wetherby,north,Lyndon,"Winton is far Wetherby, north Lyndon",Is Winton far to Wetherby and south of Lyndon?,No,replace_direction
Wakefield Rural,near,Wakefield West,north,Chelmsley Wood,"Wakefield Rural is near Wakefield West, north Chelmsley Wood",Is Wakefield Rural near to Wakefield West and north of Chelmsley Wood?,Yes,no_change
Wakefield Rural,near,Wakefield West,north,Chelmsley Wood,"Wakefield Rural is near Wakefield West, north Chelmsley Wood",Is Wakefield Rural far to Wakefield West and north of Chelmsley Wood?,No,replace_distance
Wakefield Rural,close,Wibsey,east,Worsley,"Wakefield Rural is close Wibsey, east Worsley",Is Wakefield Rural close to Wibsey and east of Worsley?,Yes,no_change
Wakefield Rural,close,Wibsey,east,Worsley,"Wakefield Rural is close Wibsey, east Worsley",Is Wibsey distant to Wakefield Rural and east of Worsley?,No,flip_place_replace_distance
Wakefield Rural,distant,Edenthorpe,west,Edenthorpe,"Wakefield Rural is distant Edenthorpe, west Edenthorpe",Is Wakefield Rural distant to Edenthorpe and west of Edenthorpe?,Yes,no_change
Wakefield Rural,distant,Edenthorpe,west,Edenthorpe,"Wakefield Rural is distant Edenthorpe, west Edenthorpe",Is Edenthorpe close to Wakefield Rural and west of Edenthorpe?,No,flip_place_replace_distance
Wakefield Rural,far,Worsley,south,Longbenton,"Wakefield Rural is far Worsley, south Longbenton",Is Wakefield Rural far to Worsley and south of Longbenton?,Yes,no_change
Wakefield Rural,far,Worsley,south,Longbenton,"Wakefield Rural is far Worsley, south Longbenton",Is Worsley near to Wakefield Rural and south of Longbenton?,No,flip_place_replace_distance
Town Centre,near,Windle St Helens,north,Brierley Hill,"Town Centre is near Windle St Helens, north Brierley Hill",Is Town Centre near to Windle St Helens and north of Brierley Hill?,Yes,no_change
Town Centre,near,Windle St Helens,north,Brierley Hill,"Town Centre is near Windle St Helens, north Brierley Hill",Is Windle St Helens far to Town Centre and north of Brierley Hill?,No,flip_place_replace_distance
Town Centre,close,Wavertree,west,Featherstone,"Town Centre is close Wavertree, west Featherstone",Is Town Centre close to Wavertree and west of Featherstone?,Yes,no_change
Town Centre,close,Wavertree,west,Featherstone,"Town Centre is close Wavertree, west Featherstone",Is Town Centre distant to Wavertree and west of Featherstone?,No,replace_distance
Town Centre,distant,Walkden North,south,Standish with Langtree,"Town Centre is distant Walkden North, south Standish with Langtree",Is Town Centre distant to Walkden North and south of Standish with Langtree?,Yes,no_change
Town Centre,distant,Walkden North,south,Standish with Langtree,"Town Centre is distant Walkden North, south Standish with Langtree",Is Walkden North close to Town Centre and south of Standish with Langtree?,No,flip_place_replace_distance
Town Centre,far,Westwood,east,Woolton,"Town Centre is far Westwood, east Woolton",Is Town Centre far to Westwood and east of Woolton?,Yes,no_change
Town Centre,far,Westwood,east,Woolton,"Town Centre is far Westwood, east Woolton",Is Westwood near to Town Centre and east of Woolton?,No,flip_place_replace_distance
Birtley,near,Saltwell,north,Harpurhey,"Birtley is near Saltwell, north Harpurhey",Is Birtley near to Saltwell and north of Harpurhey?,Yes,no_change
Birtley,near,Saltwell,north,Harpurhey,"Birtley is near Saltwell, north Harpurhey",Is Saltwell far to Birtley and north of Harpurhey?,No,flip_place_replace_distance
Birtley,close,Fawdon,south,Felling,"Birtley is close Fawdon, south Felling",Is Birtley close to Fawdon and south of Felling?,Yes,no_change
Birtley,close,Fawdon,south,Felling,"Birtley is close Fawdon, south Felling",Is Fawdon distant to Birtley and south of Felling?,No,flip_place_replace_distance
Birtley,far,Rotherham West,east,Lamesley,"Birtley is far Rotherham West, east Lamesley",Is Birtley far to Rotherham West and east of Lamesley?,Yes,no_change
Birtley,far,Rotherham West,east,Lamesley,"Birtley is far Rotherham West, east Lamesley",Is Rotherham West near to Birtley and east of Lamesley?,No,flip_place_replace_distance
Monkton,near,Northumberland,north,Withington,"Monkton is near Northumberland, north Withington",Is Monkton near to Northumberland and north of Withington?,Yes,no_change
Monkton,near,Northumberland,north,Withington,"Monkton is near Northumberland, north Withington",Is Monkton far to Northumberland and north of Withington?,No,replace_distance
Monkton,close,Lamesley,east,Low Fell,"Monkton is close Lamesley, east Low Fell",Is Monkton close to Lamesley and east of Low Fell?,Yes,no_change
Monkton,close,Lamesley,east,Low Fell,"Monkton is close Lamesley, east Low Fell",Is Monkton distant to Lamesley and east of Low Fell?,No,replace_distance
Monkton,far,St. James's,west,Hendon,"Monkton is far St. James's, west Hendon",Is Monkton far to St. James's and west of Hendon?,Yes,no_change
Monkton,far,St. James's,west,Hendon,"Monkton is far St. James's, west Hendon",Is St. James's near to Monkton and west of Hendon?,No,flip_place_replace_distance
Altrincham,near,Brooklands,west,Birley,"Altrincham is near Brooklands, west Birley",Is Altrincham near to Brooklands and west of Birley?,Yes,no_change
Altrincham,near,Brooklands,west,Birley,"Altrincham is near Brooklands, west Birley",Is Altrincham far to Brooklands and west of Birley?,No,replace_distance
Altrincham,close,St. Mary's,south,Calder,"Altrincham is close St. Mary's, south Calder",Is Altrincham close to St. Mary's and south of Calder?,Yes,no_change
Altrincham,close,St. Mary's,south,Calder,"Altrincham is close St. Mary's, south Calder",Is Altrincham close to St. Mary's and north of Calder?,No,replace_direction
Altrincham,distant,Haydock,north,Rushall-Shelfield,"Altrincham is distant Haydock, north Rushall-Shelfield",Is Altrincham distant to Haydock and north of Rushall-Shelfield?,Yes,no_change
Altrincham,distant,Haydock,north,Rushall-Shelfield,"Altrincham is distant Haydock, north Rushall-Shelfield",Is Altrincham distant to Haydock and south of Rushall-Shelfield?,No,replace_direction
Altrincham,far,Edlington & Warmsworth,east,Cadishead,"Altrincham is far Edlington & Warmsworth, east Cadishead",Is Altrincham far to Edlington & Warmsworth and east of Cadishead?,Yes,no_change
Altrincham,far,Edlington & Warmsworth,east,Cadishead,"Altrincham is far Edlington & Warmsworth, east Cadishead",Is Altrincham near to Edlington & Warmsworth and east of Cadishead?,No,replace_distance
Parr,near,West Park,west,Chadderton North,"Parr is near West Park, west Chadderton North",Is Parr near to West Park and west of Chadderton North?,Yes,no_change
Parr,near,West Park,west,Chadderton North,"Parr is near West Park, west Chadderton North",Is Parr near to West Park and east of Chadderton North?,No,replace_direction
Parr,close,Sudell,north,Whoberley,"Parr is close Sudell, north Whoberley",Is Parr close to Sudell and north of Whoberley?,Yes,no_change
Parr,close,Sudell,north,Whoberley,"Parr is close Sudell, north Whoberley",Is Parr close to Sudell and south of Whoberley?,No,replace_direction
Parr,distant,Whalley Range,south,Harton,"Parr is distant Whalley Range, south Harton",Is Parr distant to Whalley Range and south of Harton?,Yes,no_change
Parr,distant,Whalley Range,south,Harton,"Parr is distant Whalley Range, south Harton",Is Whalley Range close to Parr and south of Harton?,No,flip_place_replace_distance
Parr,far,Whiteleas,east,Cressington,"Parr is far Whiteleas, east Cressington",Is Parr far to Whiteleas and east of Cressington?,Yes,no_change
Parr,far,Whiteleas,east,Cressington,"Parr is far Whiteleas, east Cressington",Is Parr near to Whiteleas and east of Cressington?,No,replace_distance
Lowton East,near,Westhoughton,north,Brierley Hill,"Lowton East is near Westhoughton, north Brierley Hill",Is Lowton East near to Westhoughton and north of Brierley Hill?,Yes,no_change
Lowton East,near,Westhoughton,north,Brierley Hill,"Lowton East is near Westhoughton, north Brierley Hill",Is Lowton East near to Westhoughton and south of Brierley Hill?,No,replace_direction
Lowton East,close,Halewood,east,Cherryfield,"Lowton East is close Halewood, east Cherryfield",Is Lowton East close to Halewood and east of Cherryfield?,Yes,no_change
Lowton East,close,Halewood,east,Cherryfield,"Lowton East is close Halewood, east Cherryfield",Is Lowton East distant to Halewood and east of Cherryfield?,No,replace_distance
Lowton East,distant,Unsworth,west,Brooklands,"Lowton East is distant Unsworth, west Brooklands",Is Lowton East distant to Unsworth and west of Brooklands?,Yes,no_change
Lowton East,distant,Unsworth,west,Brooklands,"Lowton East is distant Unsworth, west Brooklands",Is Lowton East close to Unsworth and west of Brooklands?,No,replace_distance
Lowton East,far,Sherbourne Warwickshire,south,Killingworth,"Lowton East is far Sherbourne Warwickshire, south Killingworth",Is Lowton East far to Sherbourne Warwickshire and south of Killingworth?,Yes,no_change
Lowton East,far,Sherbourne Warwickshire,south,Killingworth,"Lowton East is far Sherbourne Warwickshire, south Killingworth",Is Sherbourne Warwickshire near to Lowton East and south of Killingworth?,No,flip_place_replace_distance
Westerhope,near,Whickham North,west,Beacon and Bents,"Westerhope is near Whickham North, west Beacon and Bents",Is Westerhope near to Whickham North and west of Beacon and Bents?,Yes,no_change
Westerhope,near,Whickham North,west,Beacon and Bents,"Westerhope is near Whickham North, west Beacon and Bents",Is Westerhope near to Whickham North and east of Beacon and Bents?,No,replace_direction
Westerhope,close,Windy Nook and Whitehills,north,Bucklow-St. Martins,"Westerhope is close Windy Nook and Whitehills, north Bucklow-St. Martins",Is Westerhope close to Windy Nook and Whitehills and north of Bucklow-St. Martins?,Yes,no_change
Westerhope,close,Windy Nook and Whitehills,north,Bucklow-St. Martins,"Westerhope is close Windy Nook and Whitehills, north Bucklow-St. Martins",Is Westerhope close to Windy Nook and Whitehills and south of Bucklow-St. Martins?,No,replace_direction
Westerhope,distant,Hetton-le-Hole,east,Newburn,"Westerhope is distant Hetton-le-Hole, east Newburn",Is Westerhope distant to Hetton-le-Hole and east of Newburn?,Yes,no_change
Westerhope,distant,Hetton-le-Hole,east,Newburn,"Westerhope is distant Hetton-le-Hole, east Newburn",Is Hetton-le-Hole close to Westerhope and east of Newburn?,No,flip_place_replace_distance
Westerhope,far,Windhill and Wrose,south,Woolsington,"Westerhope is far Windhill and Wrose, south Woolsington",Is Westerhope far to Windhill and Wrose and south of Woolsington?,Yes,no_change
Westerhope,far,Windhill and Wrose,south,Woolsington,"Westerhope is far Windhill and Wrose, south Woolsington",Is Westerhope near to Windhill and Wrose and south of Woolsington?,No,replace_distance
Batley East,near,Birstall and Birkenshaw,east,Tyldesley,"Batley East is near Birstall and Birkenshaw, east Tyldesley",Is Batley East near to Birstall and Birkenshaw and east of Tyldesley?,Yes,no_change
Batley East,near,Birstall and Birkenshaw,east,Tyldesley,"Batley East is near Birstall and Birkenshaw, east Tyldesley",Is Birstall and Birkenshaw far to Batley East and east of Tyldesley?,No,flip_place_replace_distance
Batley East,close,Calverley and Farsley,south,City and Hunslet,"Batley East is close Calverley and Farsley, south City and Hunslet",Is Batley East close to Calverley and Farsley and south of City and Hunslet?,Yes,no_change
Batley East,close,Calverley and Farsley,south,City and Hunslet,"Batley East is close Calverley and Farsley, south City and Hunslet",Is Batley East distant to Calverley and Farsley and south of City and Hunslet?,No,replace_distance
Batley East,distant,Ramsbottom,north,Friar Park,"Batley East is distant Ramsbottom, north Friar Park",Is Batley East distant to Ramsbottom and north of Friar Park?,Yes,no_change
Batley East,distant,Ramsbottom,north,Friar Park,"Batley East is distant Ramsbottom, north Friar Park",Is Batley East close to Ramsbottom and north of Friar Park?,No,replace_distance
Batley East,far,Bidston and St. James,west,Stanley and Outwood East,"Batley East is far Bidston and St. James, west Stanley and Outwood East",Is Batley East far to Bidston and St. James and west of Stanley and Outwood East?,Yes,no_change
Batley East,far,Bidston and St. James,west,Stanley and Outwood East,"Batley East is far Bidston and St. James, west Stanley and Outwood East",Is Batley East near to Bidston and St. James and west of Stanley and Outwood East?,No,replace_distance
Kingswinford South,near,Sedgley,south,Ecclesall,"Kingswinford South is near Sedgley, south Ecclesall",Is Kingswinford South near to Sedgley and south of Ecclesall?,Yes,no_change
Kingswinford South,near,Sedgley,south,Ecclesall,"Kingswinford South is near Sedgley, south Ecclesall",Is Kingswinford South near to Sedgley and north of Ecclesall?,No,replace_direction
Kingswinford South,close,Ladywood,west,Hateley Heath,"Kingswinford South is close Ladywood, west Hateley Heath",Is Kingswinford South close to Ladywood and west of Hateley Heath?,Yes,no_change
Kingswinford South,close,Ladywood,west,Hateley Heath,"Kingswinford South is close Ladywood, west Hateley Heath",Is Kingswinford South distant to Ladywood and west of Hateley Heath?,No,replace_distance
Kingswinford South,distant,Sutton Trinity,north,Wordsley,"Kingswinford South is distant Sutton Trinity, north Wordsley",Is Kingswinford South distant to Sutton Trinity and north of Wordsley?,Yes,no_change
Kingswinford South,distant,Sutton Trinity,north,Wordsley,"Kingswinford South is distant Sutton Trinity, north Wordsley",Is Kingswinford South distant to Sutton Trinity and south of Wordsley?,No,replace_direction
Dinnington St. John's,close,Sprotbrough and Cusworth,east,Bold St Helens,"Dinnington St. John's is close Sprotbrough and Cusworth, east Bold St Helens",Is Dinnington St. John's close to Sprotbrough and Cusworth and east of Bold St Helens?,Yes,no_change
Dinnington St. John's,close,Sprotbrough and Cusworth,east,Bold St Helens,"Dinnington St. John's is close Sprotbrough and Cusworth, east Bold St Helens",Is Dinnington St. John's close to Sprotbrough and Cusworth and west of Bold St Helens?,No,replace_direction
Tyburn,near,Castle Bromwich,east,Sedgley,"Tyburn is near Castle Bromwich, east Sedgley",Is Tyburn near to Castle Bromwich and east of Sedgley?,Yes,no_change
Tyburn,near,Castle Bromwich,east,Sedgley,"Tyburn is near Castle Bromwich, east Sedgley",Is Tyburn near to Castle Bromwich and west of Sedgley?,No,replace_direction
Tyburn,close,Wednesbury South,south,Bradford Moor,"Tyburn is close Wednesbury South, south Bradford Moor",Is Tyburn close to Wednesbury South and south of Bradford Moor?,Yes,no_change
Tyburn,close,Wednesbury South,south,Bradford Moor,"Tyburn is close Wednesbury South, south Bradford Moor",Is Tyburn distant to Wednesbury South and south of Bradford Moor?,No,replace_distance
Tyburn,distant,Wordsley,west,Castle Bromwich,"Tyburn is distant Wordsley, west Castle Bromwich",Is Tyburn distant to Wordsley and west of Castle Bromwich?,Yes,no_change
Tyburn,distant,Wordsley,west,Castle Bromwich,"Tyburn is distant Wordsley, west Castle Bromwich",Is Tyburn close to Wordsley and west of Castle Bromwich?,No,replace_distance
Tyburn,far,Wakefield North,north,Blythe,"Tyburn is far Wakefield North, north Blythe",Is Tyburn far to Wakefield North and north of Blythe?,Yes,no_change
Tyburn,far,Wakefield North,north,Blythe,"Tyburn is far Wakefield North, north Blythe",Is Wakefield North near to Tyburn and north of Blythe?,No,flip_place_replace_distance
Dukinfield Stalybridge,near,Dukinfield,north,Spring Vale,"Dukinfield Stalybridge is near Dukinfield, north Spring Vale",Is Dukinfield Stalybridge near to Dukinfield and north of Spring Vale?,Yes,no_change
Dukinfield Stalybridge,near,Dukinfield,north,Spring Vale,"Dukinfield Stalybridge is near Dukinfield, north Spring Vale",Is Dukinfield Stalybridge far to Dukinfield and north of Spring Vale?,No,replace_distance
Dukinfield Stalybridge,close,Weaste and Seedley,west,Crofton Ryhill and Walton,"Dukinfield Stalybridge is close Weaste and Seedley, west Crofton Ryhill and Walton",Is Dukinfield Stalybridge close to Weaste and Seedley and west of Crofton Ryhill and Walton?,Yes,no_change
Dukinfield Stalybridge,close,Weaste and Seedley,west,Crofton Ryhill and Walton,"Dukinfield Stalybridge is close Weaste and Seedley, west Crofton Ryhill and Walton",Is Dukinfield Stalybridge close to Weaste and Seedley and east of Crofton Ryhill and Walton?,No,replace_direction
Dukinfield Stalybridge,distant,East Ecclesfield,east,Hindley,"Dukinfield Stalybridge is distant East Ecclesfield, east Hindley",Is Dukinfield Stalybridge distant to East Ecclesfield and east of Hindley?,Yes,no_change
Dukinfield Stalybridge,distant,East Ecclesfield,east,Hindley,"Dukinfield Stalybridge is distant East Ecclesfield, east Hindley",Is Dukinfield Stalybridge close to East Ecclesfield and east of Hindley?,No,replace_distance
Dukinfield Stalybridge,far,Hexthorpe & Balby North,south,Fellgate and Hedworth,"Dukinfield Stalybridge is far Hexthorpe & Balby North, south Fellgate and Hedworth",Is Dukinfield Stalybridge far to Hexthorpe & Balby North and south of Fellgate and Hedworth?,Yes,no_change
Dukinfield Stalybridge,far,Hexthorpe & Balby North,south,Fellgate and Hedworth,"Dukinfield Stalybridge is far Hexthorpe & Balby North, south Fellgate and Hedworth",Is Dukinfield Stalybridge far to Hexthorpe & Balby North and north of Fellgate and Hedworth?,No,replace_direction
Richmond,near,Rother Vale,south,Roman Ridge,"Richmond is near Rother Vale, south Roman Ridge",Is Richmond near to Rother Vale and south of Roman Ridge?,Yes,no_change
Richmond,near,Rother Vale,south,Roman Ridge,"Richmond is near Rother Vale, south Roman Ridge",Is Richmond near to Rother Vale and north of Roman Ridge?,No,replace_direction
Richmond,close,West Ecclesfield,east,St. Gabriels,"Richmond is close West Ecclesfield, east St. Gabriels",Is Richmond close to West Ecclesfield and east of St. Gabriels?,Yes,no_change
Richmond,close,West Ecclesfield,east,St. Gabriels,"Richmond is close West Ecclesfield, east St. Gabriels",Is West Ecclesfield distant to Richmond and east of St. Gabriels?,No,flip_place_replace_distance
Richmond,distant,Harewood,west,Wheatley Hills & Intake,"Richmond is distant Harewood, west Wheatley Hills & Intake",Is Richmond distant to Harewood and west of Wheatley Hills & Intake?,Yes,no_change
Richmond,distant,Harewood,west,Wheatley Hills & Intake,"Richmond is distant Harewood, west Wheatley Hills & Intake",Is Harewood close to Richmond and west of Wheatley Hills & Intake?,No,flip_place_replace_distance
Richmond,far,Springfield,north,Aston,"Richmond is far Springfield, north Aston",Is Richmond far to Springfield and north of Aston?,Yes,no_change
Richmond,far,Springfield,north,Aston,"Richmond is far Springfield, north Aston",Is Richmond far to Springfield and south of Aston?,No,replace_direction
Pedmore and Stourbridge East,near,Wordsley,south,Cleadon and East Boldon,"Pedmore and Stourbridge East is near Wordsley, south Cleadon and East Boldon",Is Pedmore and Stourbridge East near to Wordsley and south of Cleadon and East Boldon?,Yes,no_change
Pedmore and Stourbridge East,near,Wordsley,south,Cleadon and East Boldon,"Pedmore and Stourbridge East is near Wordsley, south Cleadon and East Boldon",Is Pedmore and Stourbridge East near to Wordsley and north of Cleadon and East Boldon?,No,replace_direction
Pedmore and Stourbridge East,close,Pleck,west,St. Pauls,"Pedmore and Stourbridge East is close Pleck, west St. Pauls",Is Pedmore and Stourbridge East close to Pleck and west of St. Pauls?,Yes,no_change
Pedmore and Stourbridge East,close,Pleck,west,St. Pauls,"Pedmore and Stourbridge East is close Pleck, west St. Pauls",Is Pedmore and Stourbridge East distant to Pleck and west of St. Pauls?,No,replace_distance
Pedmore and Stourbridge East,distant,Meriden West Midlands,east,Wollaston and Stourbridge Town,"Pedmore and Stourbridge East is distant Meriden West Midlands, east Wollaston and Stourbridge Town",Is Pedmore and Stourbridge East distant to Meriden West Midlands and east of Wollaston and Stourbridge Town?,Yes,no_change
Pedmore and Stourbridge East,distant,Meriden West Midlands,east,Wollaston and Stourbridge Town,"Pedmore and Stourbridge East is distant Meriden West Midlands, east Wollaston and Stourbridge Town",Is Meriden West Midlands close to Pedmore and Stourbridge East and east of Wollaston and Stourbridge Town?,No,flip_place_replace_distance
Killingworth,near,Parklands,north,Burnage,"Killingworth is near Parklands, north Burnage",Is Killingworth near to Parklands and north of Burnage?,Yes,no_change
Killingworth,near,Parklands,north,Burnage,"Killingworth is near Parklands, north Burnage",Is Killingworth far to Parklands and north of Burnage?,No,replace_distance
Killingworth,close,Silksworth,west,Simonside and Rekendyke,"Killingworth is close Silksworth, west Simonside and Rekendyke",Is Killingworth close to Silksworth and west of Simonside and Rekendyke?,Yes,no_change
Killingworth,close,Silksworth,west,Simonside and Rekendyke,"Killingworth is close Silksworth, west Simonside and Rekendyke",Is Killingworth distant to Silksworth and west of Simonside and Rekendyke?,No,replace_distance
Killingworth,far,Moorside,east,Blaydon,"Killingworth is far Moorside, east Blaydon",Is Killingworth far to Moorside and east of Blaydon?,Yes,no_change
Killingworth,far,Moorside,east,Blaydon,"Killingworth is far Moorside, east Blaydon",Is Killingworth near to Moorside and east of Blaydon?,No,replace_distance
Wingfield,close,Dinnington St. John's,south,Washington Central,"Wingfield is close Dinnington St. John's, south Washington Central",Is Wingfield close to Dinnington St. John's and south of Washington Central?,Yes,no_change
Wingfield,close,Dinnington St. John's,south,Washington Central,"Wingfield is close Dinnington St. John's, south Washington Central",Is Wingfield distant to Dinnington St. John's and south of Washington Central?,No,replace_distance
Wingfield,distant,Ilkley,north,Princes End,"Wingfield is distant Ilkley, north Princes End",Is Wingfield distant to Ilkley and north of Princes End?,Yes,no_change
Wingfield,distant,Ilkley,north,Princes End,"Wingfield is distant Ilkley, north Princes End",Is Wingfield distant to Ilkley and south of Princes End?,No,replace_direction
Wingfield,far,Winstanley,east,Worsley,"Wingfield is far Winstanley, east Worsley",Is Wingfield far to Winstanley and east of Worsley?,Yes,no_change
Wingfield,far,Winstanley,east,Worsley,"Wingfield is far Winstanley, east Worsley",Is Winstanley near to Wingfield and east of Worsley?,No,flip_place_replace_distance
Pleck,near,Wednesfield South,south,West Ecclesfield,"Pleck is near Wednesfield South, south West Ecclesfield",Is Pleck near to Wednesfield South and south of West Ecclesfield?,Yes,no_change
Pleck,near,Wednesfield South,south,West Ecclesfield,"Pleck is near Wednesfield South, south West Ecclesfield",Is Pleck far to Wednesfield South and south of West Ecclesfield?,No,replace_distance
Pleck,close,Sedgley,west,Holbrook,"Pleck is close Sedgley, west Holbrook",Is Pleck close to Sedgley and west of Holbrook?,Yes,no_change
Pleck,close,Sedgley,west,Holbrook,"Pleck is close Sedgley, west Holbrook",Is Sedgley distant to Pleck and west of Holbrook?,No,flip_place_replace_distance
Pleck,distant,St. Michael's,north,Bournville,"Pleck is distant St. Michael's, north Bournville",Is Pleck distant to St. Michael's and north of Bournville?,Yes,no_change
Pleck,distant,St. Michael's,north,Bournville,"Pleck is distant St. Michael's, north Bournville",Is Pleck distant to St. Michael's and south of Bournville?,No,replace_direction
Pleck,far,Ravenmeols,east,Kingswinford North and Wall Heath,"Pleck is far Ravenmeols, east Kingswinford North and Wall Heath",Is Pleck far to Ravenmeols and east of Kingswinford North and Wall Heath?,Yes,no_change
Pleck,far,Ravenmeols,east,Kingswinford North and Wall Heath,"Pleck is far Ravenmeols, east Kingswinford North and Wall Heath",Is Pleck near to Ravenmeols and east of Kingswinford North and Wall Heath?,No,replace_distance
Standish with Langtree,near,Winstanley,north,Leigh West,"Standish with Langtree is near Winstanley, north Leigh West",Is Standish with Langtree near to Winstanley and north of Leigh West?,Yes,no_change
Standish with Langtree,near,Winstanley,north,Leigh West,"Standish with Langtree is near Winstanley, north Leigh West",Is Standish with Langtree far to Winstanley and north of Leigh West?,No,replace_distance
Standish with Langtree,close,Bryn,west,Westhoughton North and Chew Moor,"Standish with Langtree is close Bryn, west Westhoughton North and Chew Moor",Is Standish with Langtree close to Bryn and west of Westhoughton North and Chew Moor?,Yes,no_change
Standish with Langtree,close,Bryn,west,Westhoughton North and Chew Moor,"Standish with Langtree is close Bryn, west Westhoughton North and Chew Moor",Is Bryn distant to Standish with Langtree and west of Westhoughton North and Chew Moor?,No,flip_place_replace_distance
Standish with Langtree,distant,Stretford,south,Northumberland,"Standish with Langtree is distant Stretford, south Northumberland",Is Standish with Langtree distant to Stretford and south of Northumberland?,Yes,no_change
Standish with Langtree,distant,Stretford,south,Northumberland,"Standish with Langtree is distant Stretford, south Northumberland",Is Standish with Langtree close to Stretford and south of Northumberland?,No,replace_distance
Standish with Langtree,far,Weetwood,east,Litherland,"Standish with Langtree is far Weetwood, east Litherland",Is Standish with Langtree far to Weetwood and east of Litherland?,Yes,no_change
Standish with Langtree,far,Weetwood,east,Litherland,"Standish with Langtree is far Weetwood, east Litherland",Is Weetwood near to Standish with Langtree and east of Litherland?,No,flip_place_replace_distance
City,near,Dore & Totley,north,Woodhouse,"City is near Dore & Totley, north Woodhouse",Is City near to Dore & Totley and north of Woodhouse?,Yes,no_change
City,near,Dore & Totley,north,Woodhouse,"City is near Dore & Totley, north Woodhouse",Is Dore & Totley far to City and north of Woodhouse?,No,flip_place_replace_distance
City,close,Dinnington St. John's,south,Garforth and Swillington,"City is close Dinnington St. John's, south Garforth and Swillington",Is City close to Dinnington St. John's and south of Garforth and Swillington?,Yes,no_change
City,close,Dinnington St. John's,south,Garforth and Swillington,"City is close Dinnington St. John's, south Garforth and Swillington",Is City distant to Dinnington St. John's and south of Garforth and Swillington?,No,replace_distance
City,distant,Wetherby,west,Rossington,"City is distant Wetherby, west Rossington",Is City distant to Wetherby and west of Rossington?,Yes,no_change
City,distant,Wetherby,west,Rossington,"City is distant Wetherby, west Rossington",Is City close to Wetherby and west of Rossington?,No,replace_distance
City,far,Langley,east,Hopwood Hall,"City is far Langley, east Hopwood Hall",Is City far to Langley and east of Hopwood Hall?,Yes,no_change
City,far,Langley,east,Hopwood Hall,"City is far Langley, east Hopwood Hall",Is Langley near to City and east of Hopwood Hall?,No,flip_place_replace_distance
Foleshill,near,Holbrook,south,West Middleton,"Foleshill is near Holbrook, south West Middleton",Is Foleshill near to Holbrook and south of West Middleton?,Yes,no_change
Foleshill,near,Holbrook,south,West Middleton,"Foleshill is near Holbrook, south West Middleton",Is Foleshill near to Holbrook and north of West Middleton?,No,replace_direction
Foleshill,close,Knowle,east,Weoley,"Foleshill is close Knowle, east Weoley",Is Foleshill close to Knowle and east of Weoley?,Yes,no_change
Foleshill,close,Knowle,east,Weoley,"Foleshill is close Knowle, east Weoley",Is Knowle distant to Foleshill and east of Weoley?,No,flip_place_replace_distance
Foleshill,distant,Upper Gornal and Woodsetton,north,Earlsdon,"Foleshill is distant Upper Gornal and Woodsetton, north Earlsdon",Is Foleshill distant to Upper Gornal and Woodsetton and north of Earlsdon?,Yes,no_change
Foleshill,distant,Upper Gornal and Woodsetton,north,Earlsdon,"Foleshill is distant Upper Gornal and Woodsetton, north Earlsdon",Is Upper Gornal and Woodsetton close to Foleshill and north of Earlsdon?,No,flip_place_replace_distance
