place1,dir,place2_Y,top,place2_Z,triplet,question,answer,transition
Liscard,north,Edgbaston,within,North West Euro Region,"Liscard is north Edgbaston, within North West Euro Region",Is Liscard north of Edgbaston and borders North West Euro Region?,No,replace_top_token
Liscard,west,Walkley,borders,Kirkdale,"Liscard is west Walkley, borders Kirkdale",Is Liscard west of Walkley and borders Kirkdale?,Yes,no_change
Liscard,west,Walkley,borders,Kirkdale,"Liscard is west Walkley, borders Kirkdale",Is Liscard west of Walkley and within Kirkdale?,No,replace_top_token
Rusholme,east,Greasby Frankby and Irby,within,Manchester,"Rusholme is east Greasby Frankby and Irby, within Manchester",Is Rusholme east of Greasby Frankby and Irby and within Manchester?,Yes,no_change
Rusholme,east,Greasby Frankby and Irby,within,Manchester,"Rusholme is east Greasby Frankby and Irby, within Manchester",Is Greasby Frankby and Irby east of Rusholme and within Manchester?,No,flip_place_y
Rusholme,south,Calder,borders,Longsight,"Rusholme is south Calder, borders Longsight",Is Rusholme south of Calder and borders Longsight?,Yes,no_change
Rusholme,south,Calder,borders,Longsight,"Rusholme is south Calder, borders Longsight",Is Calder south of Rusholme and borders Longsight?,No,flip_place_y
Thatto Heath,north,Acocks Green,within,Metropolitan Borough of St Helens,"Thatto Heath is north Acocks Green, within Metropolitan Borough of St Helens",Is Thatto Heath north of Acocks Green and within Metropolitan Borough of St Helens?,Yes,no_change
Thatto Heath,north,Acocks Green,within,Metropolitan Borough of St Helens,"Thatto Heath is north Acocks Green, within Metropolitan Borough of St Helens",Is Thatto Heath south of Acocks Green and within Metropolitan Borough of St Helens?,No,replace_dir_token
Thatto Heath,south,Tynemouth,borders,Bold St Helens,"Thatto Heath is south Tynemouth, borders Bold St Helens",Is Thatto Heath south of Tynemouth and borders Bold St Helens?,Yes,no_change
Thatto Heath,south,Tynemouth,borders,Bold St Helens,"Thatto Heath is south Tynemouth, borders Bold St Helens",Is Tynemouth south of Thatto Heath and borders Bold St Helens?,No,flip_place_y
Saddleworth West and Lees,north,Heatons North,within,Metropolitan Borough of Oldham,"Saddleworth West and Lees is north Heatons North, within Metropolitan Borough of Oldham",Is Saddleworth West and Lees north of Heatons North and within Metropolitan Borough of Oldham?,Yes,no_change
Saddleworth West and Lees,north,Heatons North,within,Metropolitan Borough of Oldham,"Saddleworth West and Lees is north Heatons North, within Metropolitan Borough of Oldham",Is Saddleworth West and Lees north of Heatons North and borders Metropolitan Borough of Oldham?,No,replace_top_token
Saddleworth West and Lees,west,Darfield,borders,Mossley,"Saddleworth West and Lees is west Darfield, borders Mossley",Is Saddleworth West and Lees west of Darfield and borders Mossley?,Yes,no_change
Saddleworth West and Lees,west,Darfield,borders,Mossley,"Saddleworth West and Lees is west Darfield, borders Mossley",Is Darfield west of Saddleworth West and Lees and borders Mossley?,No,flip_place_y
Denton West,north,Langley,within,North West Euro Region,"Denton West is north Langley, within North West Euro Region",Is Denton West north of Langley and within North West Euro Region?,Yes,no_change
Denton West,north,Langley,within,North West Euro Region,"Denton West is north Langley, within North West Euro Region",Is Denton West north of Langley and borders North West Euro Region?,No,replace_top_token
Denton West,south,Birtley,borders,Reddish South,"Denton West is south Birtley, borders Reddish South",Is Denton West south of Birtley and borders Reddish South?,Yes,no_change
Denton West,south,Birtley,borders,Reddish South,"Denton West is south Birtley, borders Reddish South",Is Denton West north of Birtley and borders Reddish South?,No,replace_dir_token
Newburn,north,Bingley Rural,within,Newcastle upon Tyne,"Newburn is north Bingley Rural, within Newcastle upon Tyne",Is Newburn north of Bingley Rural and within Newcastle upon Tyne?,Yes,no_change
Newburn,north,Bingley Rural,within,Newcastle upon Tyne,"Newburn is north Bingley Rural, within Newcastle upon Tyne",Is Bingley Rural north of Newburn and within Newcastle upon Tyne?,No,flip_place_y
Newburn,west,Hebburn North,borders,Lemington,"Newburn is west Hebburn North, borders Lemington",Is Newburn west of Hebburn North and borders Lemington?,Yes,no_change
Newburn,west,Hebburn North,borders,Lemington,"Newburn is west Hebburn North, borders Lemington",Is Hebburn North west of Newburn and borders Lemington?,No,flip_place_y
North Jesmond,north,Dore & Totley,within,Newcastle upon Tyne,"North Jesmond is north Dore & Totley, within Newcastle upon Tyne",Is North Jesmond north of Dore & Totley and within Newcastle upon Tyne?,Yes,no_change
North Jesmond,north,Dore & Totley,within,Newcastle upon Tyne,"North Jesmond is north Dore & Totley, within Newcastle upon Tyne",Is Newcastle upon Tyne north of Dore & Totley and within North Jesmond?,No,flip_place_z
North Jesmond,east,Newburn,borders,North Heaton,"North Jesmond is east Newburn, borders North Heaton",Is North Jesmond east of Newburn and borders North Heaton?,Yes,no_change
North Jesmond,east,Newburn,borders,North Heaton,"North Jesmond is east Newburn, borders North Heaton",Is North Jesmond west of Newburn and borders North Heaton?,No,replace_dir_token
Clatterbridge,west,St. Helens,within,North West Euro Region,"Clatterbridge is west St. Helens, within North West Euro Region",Is Clatterbridge west of St. Helens and within North West Euro Region?,Yes,no_change
Clatterbridge,west,St. Helens,within,North West Euro Region,"Clatterbridge is west St. Helens, within North West Euro Region",Is Clatterbridge west of St. Helens and borders North West Euro Region?,No,replace_top_token
Clatterbridge,south,East Gosforth,borders,Pensby and Thingwall,"Clatterbridge is south East Gosforth, borders Pensby and Thingwall",Is Clatterbridge south of East Gosforth and borders Pensby and Thingwall?,Yes,no_change
Clatterbridge,south,East Gosforth,borders,Pensby and Thingwall,"Clatterbridge is south East Gosforth, borders Pensby and Thingwall",Is Clatterbridge south of East Gosforth and within Pensby and Thingwall?,No,replace_top_token
Cradley Heath and Old Hill,south,Litherland,within,West Midlands Euro Region,"Cradley Heath and Old Hill is south Litherland, within West Midlands Euro Region",Is Cradley Heath and Old Hill south of Litherland and within West Midlands Euro Region?,Yes,no_change
Cradley Heath and Old Hill,south,Litherland,within,West Midlands Euro Region,"Cradley Heath and Old Hill is south Litherland, within West Midlands Euro Region",Is Cradley Heath and Old Hill north of Litherland and within West Midlands Euro Region?,No,replace_dir_token
Cradley Heath and Old Hill,west,Meriden West Midlands,borders,Quarry Bank and Dudley Wood,"Cradley Heath and Old Hill is west Meriden West Midlands, borders Quarry Bank and Dudley Wood",Is Cradley Heath and Old Hill west of Meriden West Midlands and borders Quarry Bank and Dudley Wood?,Yes,no_change
Cradley Heath and Old Hill,west,Meriden West Midlands,borders,Quarry Bank and Dudley Wood,"Cradley Heath and Old Hill is west Meriden West Midlands, borders Quarry Bank and Dudley Wood",Is Quarry Bank and Dudley Wood west of Meriden West Midlands and borders Cradley Heath and Old Hill?,No,flip_place_z
Swinton,south,Houghton,within,Yorkshire and the Humber Euro Region,"Swinton is south Houghton, within Yorkshire and the Humber Euro Region",Is Swinton south of Houghton and within Yorkshire and the Humber Euro Region?,Yes,no_change
Swinton,south,Houghton,within,Yorkshire and the Humber Euro Region,"Swinton is south Houghton, within Yorkshire and the Humber Euro Region",Is Yorkshire and the Humber Euro Region south of Houghton and within Swinton?,No,flip_place_z
Swinton,east,Wigan West,borders,Silverwood,"Swinton is east Wigan West, borders Silverwood",Is Swinton east of Wigan West and borders Silverwood?,Yes,no_change
Swinton,east,Wigan West,borders,Silverwood,"Swinton is east Wigan West, borders Silverwood",Is Swinton east of Wigan West and within Silverwood?,No,replace_top_token
Worsbrough,east,Ashton,within,Yorkshire and the Humber Euro Region,"Worsbrough is east Ashton, within Yorkshire and the Humber Euro Region",Is Worsbrough east of Ashton and within Yorkshire and the Humber Euro Region?,Yes,no_change
Worsbrough,east,Ashton,within,Yorkshire and the Humber Euro Region,"Worsbrough is east Ashton, within Yorkshire and the Humber Euro Region",Is Worsbrough west of Ashton and within Yorkshire and the Humber Euro Region?,No,replace_dir_token
Worsbrough,north,St. Thomas's,borders,Hoyland Milton,"Worsbrough is north St. Thomas's, borders Hoyland Milton",Is Worsbrough north of St. Thomas's and borders Hoyland Milton?,Yes,no_change
Worsbrough,north,St. Thomas's,borders,Hoyland Milton,"Worsbrough is north St. Thomas's, borders Hoyland Milton",Is Worsbrough north of St. Thomas's and within Hoyland Milton?,No,replace_top_token
Aldridge North and Walsall Wood,south,Miles Platting and Newton Heath,within,Metropolitan Borough of Walsall,"Aldridge North and Walsall Wood is south Miles Platting and Newton Heath, within Metropolitan Borough of Walsall",Is Aldridge North and Walsall Wood south of Miles Platting and Newton Heath and within Metropolitan Borough of Walsall?,Yes,no_change
Aldridge North and Walsall Wood,south,Miles Platting and Newton Heath,within,Metropolitan Borough of Walsall,"Aldridge North and Walsall Wood is south Miles Platting and Newton Heath, within Metropolitan Borough of Walsall",Is Miles Platting and Newton Heath south of Aldridge North and Walsall Wood and within Metropolitan Borough of Walsall?,No,flip_place_y
Aldridge North and Walsall Wood,east,Darlaston South,borders,Pelsall,"Aldridge North and Walsall Wood is east Darlaston South, borders Pelsall",Is Aldridge North and Walsall Wood east of Darlaston South and borders Pelsall?,Yes,no_change
Aldridge North and Walsall Wood,east,Darlaston South,borders,Pelsall,"Aldridge North and Walsall Wood is east Darlaston South, borders Pelsall",Is Aldridge North and Walsall Wood west of Darlaston South and borders Pelsall?,No,replace_dir_token
Luddendenfoot,north,Cadishead,within,Yorkshire and the Humber Euro Region,"Luddendenfoot is north Cadishead, within Yorkshire and the Humber Euro Region",Is Luddendenfoot north of Cadishead and within Yorkshire and the Humber Euro Region?,Yes,no_change
Luddendenfoot,north,Cadishead,within,Yorkshire and the Humber Euro Region,"Luddendenfoot is north Cadishead, within Yorkshire and the Humber Euro Region",Is Yorkshire and the Humber Euro Region north of Cadishead and within Luddendenfoot?,No,flip_place_z
Luddendenfoot,east,Moreton West and Saughall Massie,borders,Warley,"Luddendenfoot is east Moreton West and Saughall Massie, borders Warley",Is Luddendenfoot east of Moreton West and Saughall Massie and borders Warley?,Yes,no_change
Luddendenfoot,east,Moreton West and Saughall Massie,borders,Warley,"Luddendenfoot is east Moreton West and Saughall Massie, borders Warley",Is Warley east of Moreton West and Saughall Massie and borders Luddendenfoot?,No,flip_place_z
Rumworth,west,Bessacarr,within,Metropolitan Borough of Bolton,"Rumworth is west Bessacarr, within Metropolitan Borough of Bolton",Is Rumworth west of Bessacarr and within Metropolitan Borough of Bolton?,Yes,no_change
Rumworth,west,Bessacarr,within,Metropolitan Borough of Bolton,"Rumworth is west Bessacarr, within Metropolitan Borough of Bolton",Is Metropolitan Borough of Bolton west of Bessacarr and within Rumworth?,No,flip_place_z
Rumworth,north,Holbrook,borders,Hulton,"Rumworth is north Holbrook, borders Hulton",Is Rumworth north of Holbrook and borders Hulton?,Yes,no_change
Rumworth,north,Holbrook,borders,Hulton,"Rumworth is north Holbrook, borders Hulton",Is Rumworth north of Holbrook and within Hulton?,No,replace_top_token
Rockingham,north,Aldridge Central and South,within,Yorkshire and the Humber Euro Region,"Rockingham is north Aldridge Central and South, within Yorkshire and the Humber Euro Region",Is Rockingham north of Aldridge Central and South and within Yorkshire and the Humber Euro Region?,Yes,no_change
Rockingham,north,Aldridge Central and South,within,Yorkshire and the Humber Euro Region,"Rockingham is north Aldridge Central and South, within Yorkshire and the Humber Euro Region",Is Yorkshire and the Humber Euro Region north of Aldridge Central and South and within Rockingham?,No,flip_place_z
Rockingham,east,Reddish South,borders,Penistone East,"Rockingham is east Reddish South, borders Penistone East",Is Rockingham east of Reddish South and borders Penistone East?,Yes,no_change
Rockingham,east,Reddish South,borders,Penistone East,"Rockingham is east Reddish South, borders Penistone East",Is Penistone East east of Reddish South and borders Rockingham?,No,flip_place_z
Wath,south,Kirkstall,within,Metropolitan Borough of Rotherham,"Wath is south Kirkstall, within Metropolitan Borough of Rotherham",Is Wath south of Kirkstall and within Metropolitan Borough of Rotherham?,Yes,no_change
Wath,south,Kirkstall,within,Metropolitan Borough of Rotherham,"Wath is south Kirkstall, within Metropolitan Borough of Rotherham",Is Kirkstall south of Wath and within Metropolitan Borough of Rotherham?,No,flip_place_y
Wath,north,Bickenhill,borders,Silverwood,"Wath is north Bickenhill, borders Silverwood",Is Wath north of Bickenhill and borders Silverwood?,Yes,no_change
Wath,north,Bickenhill,borders,Silverwood,"Wath is north Bickenhill, borders Silverwood",Is Wath north of Bickenhill and within Silverwood?,No,replace_top_token
Didsbury East,east,Swanside,within,North West Euro Region,"Didsbury East is east Swanside, within North West Euro Region",Is Didsbury East east of Swanside and within North West Euro Region?,Yes,no_change
Didsbury East,east,Swanside,within,North West Euro Region,"Didsbury East is east Swanside, within North West Euro Region",Is Didsbury East west of Swanside and within North West Euro Region?,No,replace_dir_token
Didsbury East,north,Longbridge,borders,Northenden,"Didsbury East is north Longbridge, borders Northenden",Is Didsbury East north of Longbridge and borders Northenden?,Yes,no_change
Didsbury East,north,Longbridge,borders,Northenden,"Didsbury East is north Longbridge, borders Northenden",Is Longbridge north of Didsbury East and borders Northenden?,No,flip_place_y
Tickhill & Wadsworth,south,Copt Hill,within,Yorkshire and the Humber Euro Region,"Tickhill & Wadsworth is south Copt Hill, within Yorkshire and the Humber Euro Region",Is Tickhill & Wadsworth south of Copt Hill and within Yorkshire and the Humber Euro Region?,Yes,no_change
Tickhill & Wadsworth,south,Copt Hill,within,Yorkshire and the Humber Euro Region,"Tickhill & Wadsworth is south Copt Hill, within Yorkshire and the Humber Euro Region",Is Yorkshire and the Humber Euro Region south of Copt Hill and within Tickhill & Wadsworth?,No,flip_place_z
Tickhill & Wadsworth,north,Lower Stoke,borders,Hellaby,"Tickhill & Wadsworth is north Lower Stoke, borders Hellaby",Is Tickhill & Wadsworth north of Lower Stoke and borders Hellaby?,Yes,no_change
Tickhill & Wadsworth,north,Lower Stoke,borders,Hellaby,"Tickhill & Wadsworth is north Lower Stoke, borders Hellaby",Is Lower Stoke north of Tickhill & Wadsworth and borders Hellaby?,No,flip_place_y
Upper Stoke,south,Hellaby,within,West Midlands Euro Region,"Upper Stoke is south Hellaby, within West Midlands Euro Region",Is Upper Stoke south of Hellaby and within West Midlands Euro Region?,Yes,no_change
Upper Stoke,south,Hellaby,within,West Midlands Euro Region,"Upper Stoke is south Hellaby, within West Midlands Euro Region",Is West Midlands Euro Region south of Hellaby and within Upper Stoke?,No,flip_place_z
Upper Stoke,east,Rowley,borders,St. Michael's,"Upper Stoke is east Rowley, borders St. Michael's",Is Upper Stoke east of Rowley and borders St. Michael's?,Yes,no_change
Upper Stoke,east,Rowley,borders,St. Michael's,"Upper Stoke is east Rowley, borders St. Michael's",Is Upper Stoke west of Rowley and borders St. Michael's?,No,replace_dir_token
Stanley and Outwood East,east,Idle and Thackley,within,Yorkshire and the Humber Euro Region,"Stanley and Outwood East is east Idle and Thackley, within Yorkshire and the Humber Euro Region",Is Stanley and Outwood East east of Idle and Thackley and within Yorkshire and the Humber Euro Region?,Yes,no_change
Stanley and Outwood East,east,Idle and Thackley,within,Yorkshire and the Humber Euro Region,"Stanley and Outwood East is east Idle and Thackley, within Yorkshire and the Humber Euro Region",Is Stanley and Outwood East west of Idle and Thackley and within Yorkshire and the Humber Euro Region?,No,replace_dir_token
Stanley and Outwood East,west,Rossington,borders,Kippax West Yorkshire,"Stanley and Outwood East is west Rossington, borders Kippax West Yorkshire",Is Stanley and Outwood East west of Rossington and borders Kippax West Yorkshire?,Yes,no_change
Stanley and Outwood East,west,Rossington,borders,Kippax West Yorkshire,"Stanley and Outwood East is west Rossington, borders Kippax West Yorkshire",Is Stanley and Outwood East east of Rossington and borders Kippax West Yorkshire?,No,replace_dir_token
Little Horton,east,Victoria,within,Yorkshire and the Humber Euro Region,"Little Horton is east Victoria, within Yorkshire and the Humber Euro Region",Is Little Horton east of Victoria and within Yorkshire and the Humber Euro Region?,Yes,no_change
Little Horton,east,Victoria,within,Yorkshire and the Humber Euro Region,"Little Horton is east Victoria, within Yorkshire and the Humber Euro Region",Is Yorkshire and the Humber Euro Region east of Victoria and within Little Horton?,No,flip_place_z
Little Horton,north,Longford,borders,Tong,"Little Horton is north Longford, borders Tong",Is Little Horton north of Longford and borders Tong?,Yes,no_change
Little Horton,north,Longford,borders,Tong,"Little Horton is north Longford, borders Tong",Is Little Horton north of Longford and within Tong?,No,replace_top_token
Coseley East,south,Ardsley and Robin Hood,within,Metropolitan Borough of Dudley,"Coseley East is south Ardsley and Robin Hood, within Metropolitan Borough of Dudley",Is Coseley East south of Ardsley and Robin Hood and within Metropolitan Borough of Dudley?,Yes,no_change
Coseley East,south,Ardsley and Robin Hood,within,Metropolitan Borough of Dudley,"Coseley East is south Ardsley and Robin Hood, within Metropolitan Borough of Dudley",Is Coseley East north of Ardsley and Robin Hood and within Metropolitan Borough of Dudley?,No,replace_dir_token
Coseley East,west,Radford,borders,Castle and Priory,"Coseley East is west Radford, borders Castle and Priory",Is Coseley East west of Radford and borders Castle and Priory?,Yes,no_change
Coseley East,west,Radford,borders,Castle and Priory,"Coseley East is west Radford, borders Castle and Priory",Is Castle and Priory west of Radford and borders Coseley East?,No,flip_place_z
Ecclesall,south,North Heaton,within,Yorkshire and the Humber Euro Region,"Ecclesall is south North Heaton, within Yorkshire and the Humber Euro Region",Is Ecclesall south of North Heaton and within Yorkshire and the Humber Euro Region?,Yes,no_change
Ecclesall,south,North Heaton,within,Yorkshire and the Humber Euro Region,"Ecclesall is south North Heaton, within Yorkshire and the Humber Euro Region",Is Yorkshire and the Humber Euro Region south of North Heaton and within Ecclesall?,No,flip_place_z
Ecclesall,east,Hazel Grove,borders,Beauchief & Greenhill,"Ecclesall is east Hazel Grove, borders Beauchief & Greenhill",Is Ecclesall east of Hazel Grove and borders Beauchief & Greenhill?,Yes,no_change
Ecclesall,east,Hazel Grove,borders,Beauchief & Greenhill,"Ecclesall is east Hazel Grove, borders Beauchief & Greenhill",Is Ecclesall west of Hazel Grove and borders Beauchief & Greenhill?,No,replace_dir_token
Soho,south,Picton Cheshire,within,West Midlands Euro Region,"Soho is south Picton Cheshire, within West Midlands Euro Region",Is Soho south of Picton Cheshire and within West Midlands Euro Region?,Yes,no_change
Soho,south,Picton Cheshire,within,West Midlands Euro Region,"Soho is south Picton Cheshire, within West Midlands Euro Region",Is Soho south of Picton Cheshire and borders West Midlands Euro Region?,No,replace_top_token
Soho,north,Shirley East,borders,Lozells and East Handsworth,"Soho is north Shirley East, borders Lozells and East Handsworth",Is Soho north of Shirley East and borders Lozells and East Handsworth?,Yes,no_change
Soho,north,Shirley East,borders,Lozells and East Handsworth,"Soho is north Shirley East, borders Lozells and East Handsworth",Is Soho north of Shirley East and within Lozells and East Handsworth?,No,replace_top_token
Keppel,east,Crosland Moor and Netherton,within,Metropolitan Borough of Rotherham,"Keppel is east Crosland Moor and Netherton, within Metropolitan Borough of Rotherham",Is Keppel east of Crosland Moor and Netherton and within Metropolitan Borough of Rotherham?,Yes,no_change
Keppel,east,Crosland Moor and Netherton,within,Metropolitan Borough of Rotherham,"Keppel is east Crosland Moor and Netherton, within Metropolitan Borough of Rotherham",Is Keppel east of Crosland Moor and Netherton and borders Metropolitan Borough of Rotherham?,No,replace_top_token
Keppel,south,North Jesmond,borders,Wingfield,"Keppel is south North Jesmond, borders Wingfield",Is Keppel south of North Jesmond and borders Wingfield?,Yes,no_change
Keppel,south,North Jesmond,borders,Wingfield,"Keppel is south North Jesmond, borders Wingfield",Is Wingfield south of North Jesmond and borders Keppel?,No,flip_place_z
Fallings Park,south,Hemsworth,within,Wolverhampton,"Fallings Park is south Hemsworth, within Wolverhampton",Is Fallings Park south of Hemsworth and within Wolverhampton?,Yes,no_change
Fallings Park,south,Hemsworth,within,Wolverhampton,"Fallings Park is south Hemsworth, within Wolverhampton",Is Hemsworth south of Fallings Park and within Wolverhampton?,No,flip_place_y
Fallings Park,west,Sutton Vesey,borders,Bushbury South and Low Hill,"Fallings Park is west Sutton Vesey, borders Bushbury South and Low Hill",Is Fallings Park west of Sutton Vesey and borders Bushbury South and Low Hill?,Yes,no_change
Fallings Park,west,Sutton Vesey,borders,Bushbury South and Low Hill,"Fallings Park is west Sutton Vesey, borders Bushbury South and Low Hill",Is Sutton Vesey west of Fallings Park and borders Bushbury South and Low Hill?,No,flip_place_y
Saddleworth,south,Benwell and Scotswood,borders,Mossley,"Saddleworth is south Benwell and Scotswood, borders Mossley",Is Saddleworth south of Benwell and Scotswood and borders Mossley?,Yes,no_change
Saddleworth,south,Benwell and Scotswood,borders,Mossley,"Saddleworth is south Benwell and Scotswood, borders Mossley",Is Saddleworth north of Benwell and Scotswood and borders Mossley?,No,replace_dir_token
Mexborough,east,Crompton,within,Yorkshire and the Humber Euro Region,"Mexborough is east Crompton, within Yorkshire and the Humber Euro Region",Is Mexborough east of Crompton and within Yorkshire and the Humber Euro Region?,Yes,no_change
Mexborough,east,Crompton,within,Yorkshire and the Humber Euro Region,"Mexborough is east Crompton, within Yorkshire and the Humber Euro Region",Is Crompton east of Mexborough and within Yorkshire and the Humber Euro Region?,No,flip_place_y
Mexborough,south,Tynemouth,borders,Sprotbrough and Cusworth,"Mexborough is south Tynemouth, borders Sprotbrough and Cusworth",Is Mexborough south of Tynemouth and borders Sprotbrough and Cusworth?,Yes,no_change
Mexborough,south,Tynemouth,borders,Sprotbrough and Cusworth,"Mexborough is south Tynemouth, borders Sprotbrough and Cusworth",Is Tynemouth south of Mexborough and borders Sprotbrough and Cusworth?,No,flip_place_y
Ladywood,west,Nechells,within,West Midlands Euro Region,"Ladywood is west Nechells, within West Midlands Euro Region",Is Ladywood west of Nechells and within West Midlands Euro Region?,Yes,no_change
Ladywood,west,Nechells,within,West Midlands Euro Region,"Ladywood is west Nechells, within West Midlands Euro Region",Is Ladywood west of Nechells and borders West Midlands Euro Region?,No,replace_top_token
Ladywood,east,Abbey,borders,Edgbaston,"Ladywood is east Abbey, borders Edgbaston",Is Ladywood east of Abbey and borders Edgbaston?,Yes,no_change
Ladywood,east,Abbey,borders,Edgbaston,"Ladywood is east Abbey, borders Edgbaston",Is Abbey east of Ladywood and borders Edgbaston?,No,flip_place_y
Wakefield West,south,Riverside,within,City of Wakefield,"Wakefield West is south Riverside, within City of Wakefield",Is Wakefield West south of Riverside and within City of Wakefield?,Yes,no_change
Wakefield West,south,Riverside,within,City of Wakefield,"Wakefield West is south Riverside, within City of Wakefield",Is Wakefield West south of Riverside and borders City of Wakefield?,No,replace_top_token
Wakefield West,west,Hatfield,borders,Ossett,"Wakefield West is west Hatfield, borders Ossett",Is Wakefield West west of Hatfield and borders Ossett?,Yes,no_change
Wakefield West,west,Hatfield,borders,Ossett,"Wakefield West is west Hatfield, borders Ossett",Is Wakefield West east of Hatfield and borders Ossett?,No,replace_dir_token
Old Town,east,Hyde Godley,within,Metropolitan Borough of Barnsley,"Old Town is east Hyde Godley, within Metropolitan Borough of Barnsley",Is Old Town east of Hyde Godley and within Metropolitan Borough of Barnsley?,Yes,no_change
Old Town,east,Hyde Godley,within,Metropolitan Borough of Barnsley,"Old Town is east Hyde Godley, within Metropolitan Borough of Barnsley",Is Old Town west of Hyde Godley and within Metropolitan Borough of Barnsley?,No,replace_dir_token
Old Town,north,Woodlands,borders,St. Helens,"Old Town is north Woodlands, borders St. Helens",Is Old Town north of Woodlands and borders St. Helens?,Yes,no_change
Old Town,north,Woodlands,borders,St. Helens,"Old Town is north Woodlands, borders St. Helens",Is Old Town south of Woodlands and borders St. Helens?,No,replace_dir_token
Bowling and Barkerend,north,Offerton Park,within,Yorkshire and the Humber Euro Region,"Bowling and Barkerend is north Offerton Park, within Yorkshire and the Humber Euro Region",Is Bowling and Barkerend north of Offerton Park and within Yorkshire and the Humber Euro Region?,Yes,no_change
Bowling and Barkerend,north,Offerton Park,within,Yorkshire and the Humber Euro Region,"Bowling and Barkerend is north Offerton Park, within Yorkshire and the Humber Euro Region",Is Bowling and Barkerend north of Offerton Park and borders Yorkshire and the Humber Euro Region?,No,replace_top_token
Bowling and Barkerend,east,Moss Bank,borders,Tong,"Bowling and Barkerend is east Moss Bank, borders Tong",Is Bowling and Barkerend east of Moss Bank and borders Tong?,Yes,no_change
Bowling and Barkerend,east,Moss Bank,borders,Tong,"Bowling and Barkerend is east Moss Bank, borders Tong",Is Bowling and Barkerend west of Moss Bank and borders Tong?,No,replace_dir_token
Manningham,north,Birstall and Birkenshaw,within,Yorkshire and the Humber Euro Region,"Manningham is north Birstall and Birkenshaw, within Yorkshire and the Humber Euro Region",Is Manningham north of Birstall and Birkenshaw and within Yorkshire and the Humber Euro Region?,Yes,no_change
Manningham,north,Birstall and Birkenshaw,within,Yorkshire and the Humber Euro Region,"Manningham is north Birstall and Birkenshaw, within Yorkshire and the Humber Euro Region",Is Manningham south of Birstall and Birkenshaw and within Yorkshire and the Humber Euro Region?,No,replace_dir_token
Manningham,west,Middleton Park,borders,Heaton,"Manningham is west Middleton Park, borders Heaton",Is Manningham west of Middleton Park and borders Heaton?,Yes,no_change
Manningham,west,Middleton Park,borders,Heaton,"Manningham is west Middleton Park, borders Heaton",Is Heaton west of Middleton Park and borders Manningham?,No,flip_place_z
St. Helens,east,Almondbury,within,Metropolitan Borough of Barnsley,"St. Helens is east Almondbury, within Metropolitan Borough of Barnsley",Is St. Helens east of Almondbury and within Metropolitan Borough of Barnsley?,Yes,no_change
St. Helens,east,Almondbury,within,Metropolitan Borough of Barnsley,"St. Helens is east Almondbury, within Metropolitan Borough of Barnsley",Is St. Helens east of Almondbury and borders Metropolitan Borough of Barnsley?,No,replace_top_token
St. Helens,south,Camperdown,borders,Monk Bretton,"St. Helens is south Camperdown, borders Monk Bretton",Is St. Helens south of Camperdown and borders Monk Bretton?,Yes,no_change
St. Helens,south,Camperdown,borders,Monk Bretton,"St. Helens is south Camperdown, borders Monk Bretton",Is Monk Bretton south of Camperdown and borders St. Helens?,No,flip_place_z
Park & Arbourthorne,east,Leigh West,within,Yorkshire and the Humber Euro Region,"Park & Arbourthorne is east Leigh West, within Yorkshire and the Humber Euro Region",Is Park & Arbourthorne east of Leigh West and within Yorkshire and the Humber Euro Region?,Yes,no_change
Park & Arbourthorne,east,Leigh West,within,Yorkshire and the Humber Euro Region,"Park & Arbourthorne is east Leigh West, within Yorkshire and the Humber Euro Region",Is Park & Arbourthorne east of Leigh West and borders Yorkshire and the Humber Euro Region?,No,replace_top_token
Park & Arbourthorne,west,Anston and Woodsetts,borders,Gleadless Valley,"Park & Arbourthorne is west Anston and Woodsetts, borders Gleadless Valley",Is Park & Arbourthorne west of Anston and Woodsetts and borders Gleadless Valley?,Yes,no_change
Park & Arbourthorne,west,Anston and Woodsetts,borders,Gleadless Valley,"Park & Arbourthorne is west Anston and Woodsetts, borders Gleadless Valley",Is Anston and Woodsetts west of Park & Arbourthorne and borders Gleadless Valley?,No,flip_place_y
Dewsbury East,east,Sudell,within,Kirklees,"Dewsbury East is east Sudell, within Kirklees",Is Dewsbury East east of Sudell and within Kirklees?,Yes,no_change
Dewsbury East,east,Sudell,within,Kirklees,"Dewsbury East is east Sudell, within Kirklees",Is Dewsbury East west of Sudell and within Kirklees?,No,replace_dir_token
Dewsbury East,north,St. Matthew's,borders,Dewsbury West,"Dewsbury East is north St. Matthew's, borders Dewsbury West",Is Dewsbury East north of St. Matthew's and borders Dewsbury West?,Yes,no_change
Dewsbury East,north,St. Matthew's,borders,Dewsbury West,"Dewsbury East is north St. Matthew's, borders Dewsbury West",Is Dewsbury West north of St. Matthew's and borders Dewsbury East?,No,flip_place_z
Bloxwich East,east,Fallings Park,within,Metropolitan Borough of Walsall,"Bloxwich East is east Fallings Park, within Metropolitan Borough of Walsall",Is Bloxwich East east of Fallings Park and within Metropolitan Borough of Walsall?,Yes,no_change
Bloxwich East,east,Fallings Park,within,Metropolitan Borough of Walsall,"Bloxwich East is east Fallings Park, within Metropolitan Borough of Walsall",Is Metropolitan Borough of Walsall east of Fallings Park and within Bloxwich East?,No,flip_place_z
