place1,top,place2_Y,dis,place2_Z,triplet,question,answer,transition
Lindley,borders,Colne Valley,close,Wyke,"Lindley is borders Colne Valley, close Wyke",Does Lindley borders Colne Valley and close to Wyke?,Yes,no_change
Lindley,borders,Colne Valley,close,Wyke,"Lindley is borders Colne Valley, close Wyke",Does Lindley borders Colne Valley and distant to Wyke?,No,replace_dis_token
Killingworth,borders,Northumberland,near,Monkseaton South,"Killingworth is borders Northumberland, near Monkseaton South",Does Killingworth borders Northumberland and near to Monkseaton South?,Yes,no_change
Killingworth,borders,Northumberland,near,Monkseaton South,"Killingworth is borders Northumberland, near Monkseaton South",Does Killingworth borders Northumberland and far to Monkseaton South?,No,replace_dis_token
Killingworth,borders,Northumberland,close,Low Fell,"Killingworth is borders Northumberland, close Low Fell",Does Killingworth borders Northumberland and close to Low Fell?,Yes,no_change
Killingworth,borders,Northumberland,close,Low Fell,"Killingworth is borders Northumberland, close Low Fell",Does Killingworth borders Northumberland and distant to Low Fell?,No,replace_dis_token
Swinton North,within,City of Salford,distant,Upton,"Swinton North is within City of Salford, distant Upton",Is Swinton North within City of Salford and distant to Upton?,Yes,no_change
Swinton North,within,City of Salford,distant,Upton,"Swinton North is within City of Salford, distant Upton",Does Swinton North borders City of Salford and distant to Upton?,No,replace_top_token
Swinton North,within,City of Salford,far,Smith's Wood,"Swinton North is within City of Salford, far Smith's Wood",Is Swinton North within City of Salford and far to Smith's Wood?,Yes,no_change
Swinton North,within,City of Salford,far,Smith's Wood,"Swinton North is within City of Salford, far Smith's Wood",Is City of Salford within Swinton North and far to Smith's Wood?,No,flip_place
Swinton North,borders,Swinton South,near,Worsley,"Swinton North is borders Swinton South, near Worsley",Does Swinton North borders Swinton South and near to Worsley?,Yes,no_change
Swinton North,borders,Swinton South,near,Worsley,"Swinton North is borders Swinton South, near Worsley",Is Swinton North within Swinton South and near to Worsley?,No,replace_top_token
Swinton North,borders,Swinton South,close,Tyldesley,"Swinton North is borders Swinton South, close Tyldesley",Does Swinton North borders Swinton South and close to Tyldesley?,Yes,no_change
Swinton North,borders,Swinton South,close,Tyldesley,"Swinton North is borders Swinton South, close Tyldesley",Does Swinton North borders Swinton South and distant to Tyldesley?,No,replace_dis_token
St. Pauls,within,Sandwell,distant,Wainbody,"St. Pauls is within Sandwell, distant Wainbody",Is St. Pauls within Sandwell and distant to Wainbody?,Yes,no_change
St. Pauls,within,Sandwell,distant,Wainbody,"St. Pauls is within Sandwell, distant Wainbody",Does St. Pauls borders Sandwell and distant to Wainbody?,No,replace_top_token
St. Pauls,within,Sandwell,far,Woodhouse Park,"St. Pauls is within Sandwell, far Woodhouse Park",Is St. Pauls within Sandwell and far to Woodhouse Park?,Yes,no_change
St. Pauls,within,Sandwell,far,Woodhouse Park,"St. Pauls is within Sandwell, far Woodhouse Park",Does St. Pauls borders Sandwell and far to Woodhouse Park?,No,replace_top_token
St. Pauls,borders,Greets Green and Lyng,near,Wednesbury South,"St. Pauls is borders Greets Green and Lyng, near Wednesbury South",Does St. Pauls borders Greets Green and Lyng and near to Wednesbury South?,Yes,no_change
St. Pauls,borders,Greets Green and Lyng,near,Wednesbury South,"St. Pauls is borders Greets Green and Lyng, near Wednesbury South",Does St. Pauls borders Greets Green and Lyng and far to Wednesbury South?,No,replace_dis_token
St. Pauls,borders,Greets Green and Lyng,close,Stockland Green,"St. Pauls is borders Greets Green and Lyng, close Stockland Green",Does St. Pauls borders Greets Green and Lyng and close to Stockland Green?,Yes,no_change
St. Pauls,borders,Greets Green and Lyng,close,Stockland Green,"St. Pauls is borders Greets Green and Lyng, close Stockland Green",Is St. Pauls within Greets Green and Lyng and close to Stockland Green?,No,replace_top_token
Failsworth East,within,Metropolitan Borough of Oldham,distant,Otley and Yeadon,"Failsworth East is within Metropolitan Borough of Oldham, distant Otley and Yeadon",Is Failsworth East within Metropolitan Borough of Oldham and distant to Otley and Yeadon?,Yes,no_change
Failsworth East,within,Metropolitan Borough of Oldham,distant,Otley and Yeadon,"Failsworth East is within Metropolitan Borough of Oldham, distant Otley and Yeadon",Is Failsworth East within Metropolitan Borough of Oldham and close to Otley and Yeadon?,No,replace_dis_token
Failsworth East,within,Metropolitan Borough of Oldham,far,South Jesmond,"Failsworth East is within Metropolitan Borough of Oldham, far South Jesmond",Is Failsworth East within Metropolitan Borough of Oldham and far to South Jesmond?,Yes,no_change
Failsworth East,within,Metropolitan Borough of Oldham,far,South Jesmond,"Failsworth East is within Metropolitan Borough of Oldham, far South Jesmond",Is Failsworth East within Metropolitan Borough of Oldham and near to South Jesmond?,No,replace_dis_token
Failsworth East,borders,Failsworth West,near,Saddleworth West and Lees,"Failsworth East is borders Failsworth West, near Saddleworth West and Lees",Does Failsworth East borders Failsworth West and near to Saddleworth West and Lees?,Yes,no_change
Failsworth East,borders,Failsworth West,near,Saddleworth West and Lees,"Failsworth East is borders Failsworth West, near Saddleworth West and Lees",Is Failsworth East within Failsworth West and near to Saddleworth West and Lees?,No,replace_top_token
Failsworth East,borders,Failsworth West,close,Heatons North,"Failsworth East is borders Failsworth West, close Heatons North",Does Failsworth East borders Failsworth West and close to Heatons North?,Yes,no_change
Failsworth East,borders,Failsworth West,close,Heatons North,"Failsworth East is borders Failsworth West, close Heatons North",Does Failsworth West borders Failsworth East and close to Heatons North?,No,flip_place
Benwell and Scotswood,within,North East Euro Region,distant,St. Michael's,"Benwell and Scotswood is within North East Euro Region, distant St. Michael's",Is Benwell and Scotswood within North East Euro Region and distant to St. Michael's?,Yes,no_change
Benwell and Scotswood,within,North East Euro Region,distant,St. Michael's,"Benwell and Scotswood is within North East Euro Region, distant St. Michael's",Is North East Euro Region within Benwell and Scotswood and distant to St. Michael's?,No,flip_place
Benwell and Scotswood,within,North East Euro Region,far,South Yardley,"Benwell and Scotswood is within North East Euro Region, far South Yardley",Is Benwell and Scotswood within North East Euro Region and far to South Yardley?,Yes,no_change
Benwell and Scotswood,within,North East Euro Region,far,South Yardley,"Benwell and Scotswood is within North East Euro Region, far South Yardley",Does Benwell and Scotswood borders North East Euro Region and far to South Yardley?,No,replace_top_token
Benwell and Scotswood,borders,Lemington,near,West Gosforth,"Benwell and Scotswood is borders Lemington, near West Gosforth",Does Benwell and Scotswood borders Lemington and near to West Gosforth?,Yes,no_change
Benwell and Scotswood,borders,Lemington,near,West Gosforth,"Benwell and Scotswood is borders Lemington, near West Gosforth",Is Benwell and Scotswood within Lemington and near to West Gosforth?,No,replace_top_token
Benwell and Scotswood,borders,Lemington,close,Weetslade,"Benwell and Scotswood is borders Lemington, close Weetslade",Does Benwell and Scotswood borders Lemington and close to Weetslade?,Yes,no_change
Benwell and Scotswood,borders,Lemington,close,Weetslade,"Benwell and Scotswood is borders Lemington, close Weetslade",Does Benwell and Scotswood borders Lemington and distant to Weetslade?,No,replace_dis_token
Eccleshill,within,City of Bradford,distant,Pontefract South,"Eccleshill is within City of Bradford, distant Pontefract South",Is Eccleshill within City of Bradford and distant to Pontefract South?,Yes,no_change
Eccleshill,within,City of Bradford,distant,Pontefract South,"Eccleshill is within City of Bradford, distant Pontefract South",Is Eccleshill within City of Bradford and close to Pontefract South?,No,replace_dis_token
Eccleshill,within,City of Bradford,far,Soho,"Eccleshill is within City of Bradford, far Soho",Is Eccleshill within City of Bradford and far to Soho?,Yes,no_change
Eccleshill,within,City of Bradford,far,Soho,"Eccleshill is within City of Bradford, far Soho",Is City of Bradford within Eccleshill and far to Soho?,No,flip_place
Eccleshill,borders,Calverley and Farsley,near,Horsforth,"Eccleshill is borders Calverley and Farsley, near Horsforth",Does Eccleshill borders Calverley and Farsley and near to Horsforth?,Yes,no_change
Eccleshill,borders,Calverley and Farsley,near,Horsforth,"Eccleshill is borders Calverley and Farsley, near Horsforth",Is Eccleshill within Calverley and Farsley and near to Horsforth?,No,replace_top_token
Eccleshill,borders,Calverley and Farsley,close,Farnley and Wortley,"Eccleshill is borders Calverley and Farsley, close Farnley and Wortley",Does Eccleshill borders Calverley and Farsley and close to Farnley and Wortley?,Yes,no_change
Eccleshill,borders,Calverley and Farsley,close,Farnley and Wortley,"Eccleshill is borders Calverley and Farsley, close Farnley and Wortley",Is Eccleshill within Calverley and Farsley and close to Farnley and Wortley?,No,replace_top_token
Kingstone,within,Yorkshire and the Humber Euro Region,distant,Wheatley Hills & Intake,"Kingstone is within Yorkshire and the Humber Euro Region, distant Wheatley Hills & Intake",Is Kingstone within Yorkshire and the Humber Euro Region and distant to Wheatley Hills & Intake?,Yes,no_change
Kingstone,within,Yorkshire and the Humber Euro Region,distant,Wheatley Hills & Intake,"Kingstone is within Yorkshire and the Humber Euro Region, distant Wheatley Hills & Intake",Is Yorkshire and the Humber Euro Region within Kingstone and distant to Wheatley Hills & Intake?,No,flip_place
Kingstone,within,Yorkshire and the Humber Euro Region,far,South Jesmond,"Kingstone is within Yorkshire and the Humber Euro Region, far South Jesmond",Is Kingstone within Yorkshire and the Humber Euro Region and far to South Jesmond?,Yes,no_change
Kingstone,within,Yorkshire and the Humber Euro Region,far,South Jesmond,"Kingstone is within Yorkshire and the Humber Euro Region, far South Jesmond",Is Yorkshire and the Humber Euro Region within Kingstone and far to South Jesmond?,No,flip_place
Kingstone,borders,Old Town,near,Worsbrough,"Kingstone is borders Old Town, near Worsbrough",Does Kingstone borders Old Town and near to Worsbrough?,Yes,no_change
Kingstone,borders,Old Town,near,Worsbrough,"Kingstone is borders Old Town, near Worsbrough",Does Kingstone borders Old Town and far to Worsbrough?,No,replace_dis_token
Kingstone,borders,Old Town,close,Swinton,"Kingstone is borders Old Town, close Swinton",Does Kingstone borders Old Town and close to Swinton?,Yes,no_change
Kingstone,borders,Old Town,close,Swinton,"Kingstone is borders Old Town, close Swinton",Is Kingstone within Old Town and close to Swinton?,No,replace_top_token
Pelsall,within,West Midlands Euro Region,distant,Wainbody,"Pelsall is within West Midlands Euro Region, distant Wainbody",Is Pelsall within West Midlands Euro Region and distant to Wainbody?,Yes,no_change
Pelsall,within,West Midlands Euro Region,distant,Wainbody,"Pelsall is within West Midlands Euro Region, distant Wainbody",Is West Midlands Euro Region within Pelsall and distant to Wainbody?,No,flip_place
Pelsall,within,West Midlands Euro Region,far,Maltby South Yorkshire,"Pelsall is within West Midlands Euro Region, far Maltby South Yorkshire",Is Pelsall within West Midlands Euro Region and far to Maltby South Yorkshire?,Yes,no_change
Pelsall,within,West Midlands Euro Region,far,Maltby South Yorkshire,"Pelsall is within West Midlands Euro Region, far Maltby South Yorkshire",Is Pelsall within West Midlands Euro Region and near to Maltby South Yorkshire?,No,replace_dis_token
Pelsall,borders,Brownhills,near,Rushall-Shelfield,"Pelsall is borders Brownhills, near Rushall-Shelfield",Does Pelsall borders Brownhills and near to Rushall-Shelfield?,Yes,no_change
Pelsall,borders,Brownhills,near,Rushall-Shelfield,"Pelsall is borders Brownhills, near Rushall-Shelfield",Is Pelsall within Brownhills and near to Rushall-Shelfield?,No,replace_top_token
Pelsall,borders,Brownhills,close,Tettenhall Wightwick,"Pelsall is borders Brownhills, close Tettenhall Wightwick",Does Pelsall borders Brownhills and close to Tettenhall Wightwick?,Yes,no_change
Pelsall,borders,Brownhills,close,Tettenhall Wightwick,"Pelsall is borders Brownhills, close Tettenhall Wightwick",Is Pelsall within Brownhills and close to Tettenhall Wightwick?,No,replace_top_token
Blackheath,within,Sandwell,distant,Smith's Wood,"Blackheath is within Sandwell, distant Smith's Wood",Is Blackheath within Sandwell and distant to Smith's Wood?,Yes,no_change
Blackheath,within,Sandwell,distant,Smith's Wood,"Blackheath is within Sandwell, distant Smith's Wood",Is Blackheath within Sandwell and close to Smith's Wood?,No,replace_dis_token
Blackheath,within,Sandwell,far,Keighley West,"Blackheath is within Sandwell, far Keighley West",Is Blackheath within Sandwell and far to Keighley West?,Yes,no_change
Blackheath,within,Sandwell,far,Keighley West,"Blackheath is within Sandwell, far Keighley West",Does Blackheath borders Sandwell and far to Keighley West?,No,replace_top_token
Blackheath,borders,Belle Vale,near,Hateley Heath,"Blackheath is borders Belle Vale, near Hateley Heath",Does Blackheath borders Belle Vale and near to Hateley Heath?,Yes,no_change
Blackheath,borders,Belle Vale,near,Hateley Heath,"Blackheath is borders Belle Vale, near Hateley Heath",Is Blackheath within Belle Vale and near to Hateley Heath?,No,replace_top_token
Blackheath,borders,Belle Vale,close,Palfrey,"Blackheath is borders Belle Vale, close Palfrey",Does Blackheath borders Belle Vale and close to Palfrey?,Yes,no_change
Blackheath,borders,Belle Vale,close,Palfrey,"Blackheath is borders Belle Vale, close Palfrey",Is Blackheath within Belle Vale and close to Palfrey?,No,replace_top_token
Rainford,borders,Moss Bank,near,Rainhill,"Rainford is borders Moss Bank, near Rainhill",Does Rainford borders Moss Bank and near to Rainhill?,Yes,no_change
Rainford,borders,Moss Bank,near,Rainhill,"Rainford is borders Moss Bank, near Rainhill",Does Rainford borders Moss Bank and far to Rainhill?,No,replace_dis_token
Rainford,borders,Moss Bank,close,Shevington,"Rainford is borders Moss Bank, close Shevington",Does Rainford borders Moss Bank and close to Shevington?,Yes,no_change
Rainford,borders,Moss Bank,close,Shevington,"Rainford is borders Moss Bank, close Shevington",Does Rainford borders Moss Bank and distant to Shevington?,No,replace_dis_token
West Middleton,within,Metropolitan Borough of Rochdale,distant,Windhill and Wrose,"West Middleton is within Metropolitan Borough of Rochdale, distant Windhill and Wrose",Is West Middleton within Metropolitan Borough of Rochdale and distant to Windhill and Wrose?,Yes,no_change
West Middleton,within,Metropolitan Borough of Rochdale,distant,Windhill and Wrose,"West Middleton is within Metropolitan Borough of Rochdale, distant Windhill and Wrose",Is West Middleton within Metropolitan Borough of Rochdale and close to Windhill and Wrose?,No,replace_dis_token
West Middleton,within,Metropolitan Borough of Rochdale,far,Sprotbrough and Cusworth,"West Middleton is within Metropolitan Borough of Rochdale, far Sprotbrough and Cusworth",Is West Middleton within Metropolitan Borough of Rochdale and far to Sprotbrough and Cusworth?,Yes,no_change
West Middleton,within,Metropolitan Borough of Rochdale,far,Sprotbrough and Cusworth,"West Middleton is within Metropolitan Borough of Rochdale, far Sprotbrough and Cusworth",Is Metropolitan Borough of Rochdale within West Middleton and far to Sprotbrough and Cusworth?,No,flip_place
Cadishead,within,North West Euro Region,distant,Greenhead,"Cadishead is within North West Euro Region, distant Greenhead",Is Cadishead within North West Euro Region and distant to Greenhead?,Yes,no_change
Cadishead,within,North West Euro Region,distant,Greenhead,"Cadishead is within North West Euro Region, distant Greenhead",Is Cadishead within North West Euro Region and close to Greenhead?,No,replace_dis_token
Cadishead,within,North West Euro Region,far,Armthorpe,"Cadishead is within North West Euro Region, far Armthorpe",Is Cadishead within North West Euro Region and far to Armthorpe?,Yes,no_change
Cadishead,within,North West Euro Region,far,Armthorpe,"Cadishead is within North West Euro Region, far Armthorpe",Is Cadishead within North West Euro Region and near to Armthorpe?,No,replace_dis_token
Cadishead,borders,Irlam,near,Leigh South,"Cadishead is borders Irlam, near Leigh South",Does Cadishead borders Irlam and near to Leigh South?,Yes,no_change
Cadishead,borders,Irlam,near,Leigh South,"Cadishead is borders Irlam, near Leigh South",Does Irlam borders Cadishead and near to Leigh South?,No,flip_place
Cadishead,borders,Irlam,close,Redvales,"Cadishead is borders Irlam, close Redvales",Does Cadishead borders Irlam and close to Redvales?,Yes,no_change
Cadishead,borders,Irlam,close,Redvales,"Cadishead is borders Irlam, close Redvales",Does Irlam borders Cadishead and close to Redvales?,No,flip_place
Reddish South,within,Metropolitan Borough of Stockport,distant,Stanley and Outwood East,"Reddish South is within Metropolitan Borough of Stockport, distant Stanley and Outwood East",Is Reddish South within Metropolitan Borough of Stockport and distant to Stanley and Outwood East?,Yes,no_change
Reddish South,within,Metropolitan Borough of Stockport,distant,Stanley and Outwood East,"Reddish South is within Metropolitan Borough of Stockport, distant Stanley and Outwood East",Does Reddish South borders Metropolitan Borough of Stockport and distant to Stanley and Outwood East?,No,replace_top_token
Reddish South,within,Metropolitan Borough of Stockport,far,Sutton Four Oaks,"Reddish South is within Metropolitan Borough of Stockport, far Sutton Four Oaks",Is Reddish South within Metropolitan Borough of Stockport and far to Sutton Four Oaks?,Yes,no_change
Reddish South,within,Metropolitan Borough of Stockport,far,Sutton Four Oaks,"Reddish South is within Metropolitan Borough of Stockport, far Sutton Four Oaks",Is Metropolitan Borough of Stockport within Reddish South and far to Sutton Four Oaks?,No,flip_place
Reddish South,borders,Denton West,near,Offerton Park,"Reddish South is borders Denton West, near Offerton Park",Does Reddish South borders Denton West and near to Offerton Park?,Yes,no_change
Reddish South,borders,Denton West,near,Offerton Park,"Reddish South is borders Denton West, near Offerton Park",Is Reddish South within Denton West and near to Offerton Park?,No,replace_top_token
Reddish South,borders,Denton West,close,Royton North,"Reddish South is borders Denton West, close Royton North",Does Reddish South borders Denton West and close to Royton North?,Yes,no_change
Reddish South,borders,Denton West,close,Royton North,"Reddish South is borders Denton West, close Royton North",Does Reddish South borders Denton West and distant to Royton North?,No,replace_dis_token
Monk Bretton,within,Metropolitan Borough of Barnsley,distant,Saddleworth North,"Monk Bretton is within Metropolitan Borough of Barnsley, distant Saddleworth North",Is Monk Bretton within Metropolitan Borough of Barnsley and distant to Saddleworth North?,Yes,no_change
Monk Bretton,within,Metropolitan Borough of Barnsley,distant,Saddleworth North,"Monk Bretton is within Metropolitan Borough of Barnsley, distant Saddleworth North",Is Monk Bretton within Metropolitan Borough of Barnsley and close to Saddleworth North?,No,replace_dis_token
Monk Bretton,within,Metropolitan Borough of Barnsley,far,Shirley East,"Monk Bretton is within Metropolitan Borough of Barnsley, far Shirley East",Is Monk Bretton within Metropolitan Borough of Barnsley and far to Shirley East?,Yes,no_change
Monk Bretton,within,Metropolitan Borough of Barnsley,far,Shirley East,"Monk Bretton is within Metropolitan Borough of Barnsley, far Shirley East",Is Monk Bretton within Metropolitan Borough of Barnsley and near to Shirley East?,No,replace_dis_token
Monk Bretton,borders,Cudworth,near,Wakefield Rural,"Monk Bretton is borders Cudworth, near Wakefield Rural",Does Monk Bretton borders Cudworth and near to Wakefield Rural?,Yes,no_change
Monk Bretton,borders,Cudworth,near,Wakefield Rural,"Monk Bretton is borders Cudworth, near Wakefield Rural",Does Monk Bretton borders Cudworth and far to Wakefield Rural?,No,replace_dis_token
Monk Bretton,borders,Cudworth,close,Kirkburton,"Monk Bretton is borders Cudworth, close Kirkburton",Does Monk Bretton borders Cudworth and close to Kirkburton?,Yes,no_change
Monk Bretton,borders,Cudworth,close,Kirkburton,"Monk Bretton is borders Cudworth, close Kirkburton",Does Monk Bretton borders Cudworth and distant to Kirkburton?,No,replace_dis_token
Greenbank,within,Liverpool,distant,Levenshulme,"Greenbank is within Liverpool, distant Levenshulme",Is Greenbank within Liverpool and distant to Levenshulme?,Yes,no_change
Greenbank,within,Liverpool,distant,Levenshulme,"Greenbank is within Liverpool, distant Levenshulme",Is Liverpool within Greenbank and distant to Levenshulme?,No,flip_place
Greenbank,within,Liverpool,far,Paddock,"Greenbank is within Liverpool, far Paddock",Is Greenbank within Liverpool and far to Paddock?,Yes,no_change
Greenbank,within,Liverpool,far,Paddock,"Greenbank is within Liverpool, far Paddock",Is Liverpool within Greenbank and far to Paddock?,No,flip_place
Greenbank,borders,Picton Cheshire,near,Mossley Hill,"Greenbank is borders Picton Cheshire, near Mossley Hill",Does Greenbank borders Picton Cheshire and near to Mossley Hill?,Yes,no_change
Greenbank,borders,Picton Cheshire,near,Mossley Hill,"Greenbank is borders Picton Cheshire, near Mossley Hill",Does Picton Cheshire borders Greenbank and near to Mossley Hill?,No,flip_place
Greenbank,borders,Picton Cheshire,close,Oxton,"Greenbank is borders Picton Cheshire, close Oxton",Does Greenbank borders Picton Cheshire and close to Oxton?,Yes,no_change
Greenbank,borders,Picton Cheshire,close,Oxton,"Greenbank is borders Picton Cheshire, close Oxton",Does Picton Cheshire borders Greenbank and close to Oxton?,No,flip_place
Short Heath,within,Metropolitan Borough of Walsall,distant,Woodlands,"Short Heath is within Metropolitan Borough of Walsall, distant Woodlands",Is Short Heath within Metropolitan Borough of Walsall and distant to Woodlands?,Yes,no_change
Short Heath,within,Metropolitan Borough of Walsall,distant,Woodlands,"Short Heath is within Metropolitan Borough of Walsall, distant Woodlands",Is Metropolitan Borough of Walsall within Short Heath and distant to Woodlands?,No,flip_place
Short Heath,within,Metropolitan Borough of Walsall,far,Hemsworth,"Short Heath is within Metropolitan Borough of Walsall, far Hemsworth",Is Short Heath within Metropolitan Borough of Walsall and far to Hemsworth?,Yes,no_change
Short Heath,within,Metropolitan Borough of Walsall,far,Hemsworth,"Short Heath is within Metropolitan Borough of Walsall, far Hemsworth",Is Metropolitan Borough of Walsall within Short Heath and far to Hemsworth?,No,flip_place
Short Heath,borders,Birchills Leamore,near,Willenhall South,"Short Heath is borders Birchills Leamore, near Willenhall South",Does Short Heath borders Birchills Leamore and near to Willenhall South?,Yes,no_change
Short Heath,borders,Birchills Leamore,near,Willenhall South,"Short Heath is borders Birchills Leamore, near Willenhall South",Does Birchills Leamore borders Short Heath and near to Willenhall South?,No,flip_place
Short Heath,borders,Birchills Leamore,close,Sutton Four Oaks,"Short Heath is borders Birchills Leamore, close Sutton Four Oaks",Does Short Heath borders Birchills Leamore and close to Sutton Four Oaks?,Yes,no_change
Short Heath,borders,Birchills Leamore,close,Sutton Four Oaks,"Short Heath is borders Birchills Leamore, close Sutton Four Oaks",Does Birchills Leamore borders Short Heath and close to Sutton Four Oaks?,No,flip_place
Willenhall South,within,Metropolitan Borough of Walsall,distant,Meriden West Midlands,"Willenhall South is within Metropolitan Borough of Walsall, distant Meriden West Midlands",Is Willenhall South within Metropolitan Borough of Walsall and distant to Meriden West Midlands?,Yes,no_change
Willenhall South,within,Metropolitan Borough of Walsall,distant,Meriden West Midlands,"Willenhall South is within Metropolitan Borough of Walsall, distant Meriden West Midlands",Is Metropolitan Borough of Walsall within Willenhall South and distant to Meriden West Midlands?,No,flip_place
Willenhall South,within,Metropolitan Borough of Walsall,far,Kirkburton,"Willenhall South is within Metropolitan Borough of Walsall, far Kirkburton",Is Willenhall South within Metropolitan Borough of Walsall and far to Kirkburton?,Yes,no_change
Willenhall South,within,Metropolitan Borough of Walsall,far,Kirkburton,"Willenhall South is within Metropolitan Borough of Walsall, far Kirkburton",Does Willenhall South borders Metropolitan Borough of Walsall and far to Kirkburton?,No,replace_top_token
Redhill,within,City of Sunderland,distant,Winlaton and High Spen,"Redhill is within City of Sunderland, distant Winlaton and High Spen",Is Redhill within City of Sunderland and distant to Winlaton and High Spen?,Yes,no_change
Redhill,within,City of Sunderland,distant,Winlaton and High Spen,"Redhill is within City of Sunderland, distant Winlaton and High Spen",Does Redhill borders City of Sunderland and distant to Winlaton and High Spen?,No,replace_top_token
Redhill,within,City of Sunderland,far,Shevington with Lower Ground,"Redhill is within City of Sunderland, far Shevington with Lower Ground",Is Redhill within City of Sunderland and far to Shevington with Lower Ground?,Yes,no_change
Redhill,within,City of Sunderland,far,Shevington with Lower Ground,"Redhill is within City of Sunderland, far Shevington with Lower Ground",Is Redhill within City of Sunderland and near to Shevington with Lower Ground?,No,replace_dis_token
Redhill,borders,Castle Eden,near,Simonside and Rekendyke,"Redhill is borders Castle Eden, near Simonside and Rekendyke",Does Redhill borders Castle Eden and near to Simonside and Rekendyke?,Yes,no_change
Redhill,borders,Castle Eden,near,Simonside and Rekendyke,"Redhill is borders Castle Eden, near Simonside and Rekendyke",Does Redhill borders Castle Eden and far to Simonside and Rekendyke?,No,replace_dis_token
Redhill,borders,Castle Eden,close,South Heaton,"Redhill is borders Castle Eden, close South Heaton",Does Redhill borders Castle Eden and close to South Heaton?,Yes,no_change
Redhill,borders,Castle Eden,close,South Heaton,"Redhill is borders Castle Eden, close South Heaton",Is Redhill within Castle Eden and close to South Heaton?,No,replace_top_token
Parr,within,Metropolitan Borough of St Helens,distant,Unsworth,"Parr is within Metropolitan Borough of St Helens, distant Unsworth",Is Parr within Metropolitan Borough of St Helens and distant to Unsworth?,Yes,no_change
Parr,within,Metropolitan Borough of St Helens,distant,Unsworth,"Parr is within Metropolitan Borough of St Helens, distant Unsworth",Is Parr within Metropolitan Borough of St Helens and close to Unsworth?,No,replace_dis_token
Parr,within,Metropolitan Borough of St Helens,far,Weetwood,"Parr is within Metropolitan Borough of St Helens, far Weetwood",Is Parr within Metropolitan Borough of St Helens and far to Weetwood?,Yes,no_change
Parr,within,Metropolitan Borough of St Helens,far,Weetwood,"Parr is within Metropolitan Borough of St Helens, far Weetwood",Is Parr within Metropolitan Borough of St Helens and near to Weetwood?,No,replace_dis_token
Parr,borders,Blackrod,near,Blackrod,"Parr is borders Blackrod, near Blackrod",Does Parr borders Blackrod and near to Blackrod?,Yes,no_change
Parr,borders,Blackrod,near,Blackrod,"Parr is borders Blackrod, near Blackrod",Does Blackrod borders Parr and near to Blackrod?,No,flip_place
Parr,borders,Blackrod,close,Eccleston St Helens,"Parr is borders Blackrod, close Eccleston St Helens",Does Parr borders Blackrod and close to Eccleston St Helens?,Yes,no_change
Parr,borders,Blackrod,close,Eccleston St Helens,"Parr is borders Blackrod, close Eccleston St Helens",Does Parr borders Blackrod and distant to Eccleston St Helens?,No,replace_dis_token
Redvales,within,Metropolitan Borough of Bury,distant,Keighley,"Redvales is within Metropolitan Borough of Bury, distant Keighley",Is Redvales within Metropolitan Borough of Bury and distant to Keighley?,Yes,no_change
Redvales,within,Metropolitan Borough of Bury,distant,Keighley,"Redvales is within Metropolitan Borough of Bury, distant Keighley",Is Metropolitan Borough of Bury within Redvales and distant to Keighley?,No,flip_place
Redvales,within,Metropolitan Borough of Bury,far,Southwick,"Redvales is within Metropolitan Borough of Bury, far Southwick",Is Redvales within Metropolitan Borough of Bury and far to Southwick?,Yes,no_change
Redvales,within,Metropolitan Borough of Bury,far,Southwick,"Redvales is within Metropolitan Borough of Bury, far Southwick",Is Redvales within Metropolitan Borough of Bury and near to Southwick?,No,replace_dis_token
Redvales,borders,West Heywood,near,Unsworth,"Redvales is borders West Heywood, near Unsworth",Does Redvales borders West Heywood and near to Unsworth?,Yes,no_change
Redvales,borders,West Heywood,near,Unsworth,"Redvales is borders West Heywood, near Unsworth",Does West Heywood borders Redvales and near to Unsworth?,No,flip_place
Redvales,borders,West Heywood,close,Urmston,"Redvales is borders West Heywood, close Urmston",Does Redvales borders West Heywood and close to Urmston?,Yes,no_change
Redvales,borders,West Heywood,close,Urmston,"Redvales is borders West Heywood, close Urmston",Does West Heywood borders Redvales and close to Urmston?,No,flip_place
Weaste and Seedley,within,City of Salford,distant,Keighley,"Weaste and Seedley is within City of Salford, distant Keighley",Is Weaste and Seedley within City of Salford and distant to Keighley?,Yes,no_change
Weaste and Seedley,within,City of Salford,distant,Keighley,"Weaste and Seedley is within City of Salford, distant Keighley",Does Weaste and Seedley borders City of Salford and distant to Keighley?,No,replace_top_token
Weaste and Seedley,within,City of Salford,far,Westoe,"Weaste and Seedley is within City of Salford, far Westoe",Is Weaste and Seedley within City of Salford and far to Westoe?,Yes,no_change
Weaste and Seedley,within,City of Salford,far,Westoe,"Weaste and Seedley is within City of Salford, far Westoe",Is Weaste and Seedley within City of Salford and near to Westoe?,No,replace_dis_token
Weaste and Seedley,borders,Eccles,near,Whalley Range,"Weaste and Seedley is borders Eccles, near Whalley Range",Does Weaste and Seedley borders Eccles and near to Whalley Range?,Yes,no_change
Weaste and Seedley,borders,Eccles,near,Whalley Range,"Weaste and Seedley is borders Eccles, near Whalley Range",Is Weaste and Seedley within Eccles and near to Whalley Range?,No,replace_top_token
Weaste and Seedley,borders,Eccles,close,West Heywood,"Weaste and Seedley is borders Eccles, close West Heywood",Does Weaste and Seedley borders Eccles and close to West Heywood?,Yes,no_change
